Geneid,Auxin1,Auxin2,Control1,Control2
FBgn0054003,19,38,23,30
FBgn0040658,485,584,505,566
FBgn0054005,0,1,0,1
FBgn0053772,0,0,0,0
FBgn0053294,293,292,306,318
FBgn0053773,0,0,0,0
FBgn0053775,5,5,4,1
FBgn0053658,0,0,0,0
FBgn0054006,0,0,0,0
FBgn0054007,1,2,6,6
FBgn0054008,123,107,90,80
FBgn0054010,0,1,4,4
FBgn0054011,0,0,0,0
FBgn0054012,2,1,0,0
FBgn0054015,133,191,96,128
FBgn0054021,22,22,37,41
FBgn0054024,0,0,0,0
FBgn0054025,0,0,0,0
FBgn0054026,0,0,0,0
FBgn0054027,5,10,8,6
FBgn0054028,2,0,10,11
FBgn0054029,0,0,0,0
FBgn0054030,2,2,0,1
FBgn0054031,35,46,64,55
FBgn0054033,6,12,6,2
FBgn0054034,58,62,46,33
FBgn0038156,11,9,4,15
FBgn0053635,366,453,321,397
FBgn0053465,5,6,8,6
FBgn0053798,7,7,52,46
FBgn0054038,2,0,1,1
FBgn0054039,33,30,40,28
FBgn0054040,8,11,6,4
FBgn0054041,0,0,0,0
FBgn0065110,0,0,1,0
FBgn0054043,24,30,17,24
FBgn0054044,1,1,0,1
FBgn0054045,3,5,1,5
FBgn0054046,0,1,0,0
FBgn0054047,0,1,1,0
FBgn0054049,0,0,0,0
FBgn0054051,0,0,0,0
FBgn0054052,2,5,3,2
FBgn0054054,19,29,26,45
FBgn0065108,0,0,0,0
FBgn0065109,0,0,0,0
FBgn0054056,130,104,100,102
FBgn0054057,21,19,13,13
FBgn0260453,0,0,0,0
FBgn0260454,0,0,0,0
FBgn0052529,7250,8175,9080,10104
FBgn0013696,277,261,174,168
FBgn0013703,161,114,112,154
FBgn0013700,470,410,292,307
FBgn0013680,3544,3475,2520,2996
FBgn0013709,265,294,193,288
FBgn0013690,335,310,307,421
FBgn0013710,306,265,245,335
FBgn0013674,8734,8315,6612,8675
FBgn0013699,73,74,60,89
FBgn0013675,3119,2974,2205,2942
FBgn0013697,61,83,58,93
FBgn0013691,26,12,10,10
FBgn0013673,251,217,173,179
FBgn0013672,2368,2296,1762,2389
FBgn0013676,3216,3124,2435,3451
FBgn0013694,146,123,115,132
FBgn0013681,1056,1024,765,1012
FBgn0013689,304,279,240,276
FBgn0013704,274,248,181,249
FBgn0013701,32,17,34,22
FBgn0013705,72,96,69,80
FBgn0013692,172,180,150,160
FBgn0013693,93,86,65,109
FBgn0013684,2863,2630,2068,2857
FBgn0013695,79,57,66,85
FBgn0013683,400,378,299,351
FBgn0013707,176,166,179,158
FBgn0013702,535,414,489,610
FBgn0013685,737,690,632,728
FBgn0013678,2773,2321,2171,2857
FBgn0013706,184,140,146,196
FBgn0013679,1824,1793,1463,1631
FBgn0013698,184,177,109,147
FBgn0013686,4533,4259,3248,3962
FBgn0013708,170,149,127,144
FBgn0013688,2942,3018,2031,2305
FBgn0041004,1204,1182,1273,1328
FBgn0058191,1564,1673,1223,1524
FBgn0040011,961,999,1173,1143
FBgn0040009,6,5,6,7
FBgn0039958,848,942,1073,1122
FBgn0040038,40,50,33,21
FBgn0058006,11,14,12,7
FBgn0000384,846,955,755,838
FBgn0058005,191,168,143,161
FBgn0039966,287,338,300,323
FBgn0025837,0,0,0,0
FBgn0025836,0,0,0,0
FBgn0025835,0,0,0,0
FBgn0003559,627,685,596,648
FBgn0040514,26,30,29,37
FBgn0039943,186,211,192,186
FBgn0039942,341,420,333,370
FBgn0039941,155,167,142,146
FBgn0040031,1,0,0,1
FBgn0039965,247,260,282,340
FBgn0063670,746,794,986,1027
FBgn0028697,3172,3429,3719,4014
FBgn0058002,264,284,304,304
FBgn0037549,898,956,852,954
FBgn0040022,1802,1909,1730,1833
FBgn0058160,84,59,258,241
FBgn0040056,424,506,514,538
FBgn0039955,1162,1267,1318,1416
FBgn0040045,92,75,105,112
FBgn0058198,12,13,9,9
FBgn0058298,5,1,7,5
FBgn0083936,0,0,0,1
FBgn0083992,25,25,33,28
FBgn0260451,0,0,0,0
FBgn0034389,3786,4242,4284,5029
FBgn0083938,0,0,0,0
FBgn0083940,914,977,1015,937
FBgn0083941,0,0,1,0
FBgn0083942,0,0,0,0
FBgn0083943,0,0,0,0
FBgn0083945,0,0,0,0
FBgn0083946,0,0,0,0
FBgn0083949,11,6,7,11
FBgn0083950,32,27,18,22
FBgn0083951,195,168,158,123
FBgn0083952,177,218,166,188
FBgn0083953,214,239,205,227
FBgn0083956,28,16,21,16
FBgn0083960,27,25,31,18
FBgn0083961,245,302,267,286
FBgn0083962,955,1037,1020,1178
FBgn0083963,24,32,29,33
FBgn0083965,0,0,0,0
FBgn0083966,0,0,0,0
FBgn0083967,0,0,0,0
FBgn0083968,287,312,446,453
FBgn0083969,1204,1212,1244,1276
FBgn0083970,94,96,33,48
FBgn0083971,0,0,0,0
FBgn0083972,2065,2070,2803,3327
FBgn0083973,101,107,114,143
FBgn0083974,2,1,0,2
FBgn0083975,44,30,41,43
FBgn0083976,0,0,0,0
FBgn0083977,225,189,173,204
FBgn0083978,1,5,3,6
FBgn0083979,0,1,0,1
FBgn0083981,19,31,24,18
FBgn0083983,316,352,287,323
FBgn0083984,103,114,82,105
FBgn0083985,117,126,129,137
FBgn0083986,102,146,79,99
FBgn0083987,2182,1897,2090,2164
FBgn0083988,74,84,82,81
FBgn0083989,108,109,111,113
FBgn0083990,126,109,81,109
FBgn0083991,4,3,0,0
FBgn0026401,2620,2714,2105,2101
FBgn0002566,1154,1206,1149,1258
FBgn0016976,0,0,0,0
FBgn0016975,0,0,0,0
FBgn0003256,2248,2222,2050,2001
FBgn0032997,612,625,465,520
FBgn0039979,50,35,49,53
FBgn0040759,0,3,5,2
FBgn0052218,400,416,370,378
FBgn0033000,845,948,756,785
FBgn0064225,4884,4971,6765,6852
FBgn0051144,42,68,16,39
FBgn0040007,1744,1798,2000,2025
FBgn0010247,198,202,232,261
FBgn0020908,22,16,44,59
FBgn0011288,5,4,5,6
FBgn0084001,1,1,1,0
FBgn0046692,228,277,217,258
FBgn0084017,24,18,36,39
FBgn0039994,749,874,605,712
FBgn0084008,2,7,6,5
FBgn0058439,443,623,529,615
FBgn0044872,3,1,5,3
FBgn0083994,0,0,0,1
FBgn0040005,474,572,320,360
FBgn0069973,40,40,32,37
FBgn0084049,156,152,127,122
FBgn0058053,3,6,10,12
FBgn0069938,8,8,7,9
FBgn0058470,0,1,1,3
FBgn0040010,1112,1042,1289,1335
FBgn0058045,414,519,518,540
FBgn0082968,69,59,56,67
FBgn0039987,1,2,1,3
FBgn0083048,90,62,90,98
FBgn0082999,93,79,108,110
FBgn0083121,0,0,0,0
FBgn0082924,0,0,0,0
FBgn0082966,252,245,233,273
FBgn0083018,43,32,35,42
FBgn0083036,71,69,59,98
FBgn0039946,179,173,196,191
FBgn0083010,36,25,48,56
FBgn0082927,65,62,65,64
FBgn0040799,0,0,0,0
FBgn0082944,15,19,31,36
FBgn0082970,63,45,42,62
FBgn0083034,45,39,42,52
FBgn0082997,129,123,107,105
FBgn0083009,38,40,37,48
FBgn0082974,55,74,63,59
FBgn0082933,0,0,0,0
FBgn0083015,188,207,196,221
FBgn0083124,2187,2403,1893,2001
FBgn0082960,216,217,182,218
FBgn0058182,2512,2424,2548,2534
FBgn0082936,0,0,0,0
FBgn0083041,101,79,80,113
FBgn0083031,103,95,88,115
FBgn0082967,171,222,198,206
FBgn0083022,26,41,34,30
FBgn0082961,142,146,132,169
FBgn0082987,88,72,86,113
FBgn0046706,542,524,524,514
FBgn0083017,58,19,46,52
FBgn0082947,57,38,46,51
FBgn0039944,245,267,295,268
FBgn0083123,4351,4349,5181,5283
FBgn0001313,0,0,1,0
FBgn0083057,54,53,65,49
FBgn0037997,0,0,0,1
FBgn0083003,153,118,129,137
FBgn0039977,351,348,341,366
FBgn0082963,40,59,58,63
FBgn0083053,75,60,57,63
FBgn0082931,193,161,151,204
FBgn0082943,72,61,94,87
FBgn0058354,302,260,267,277
FBgn0083040,110,75,94,118
FBgn0082949,58,51,54,57
FBgn0082928,169,157,143,148
FBgn0046323,0,0,0,0
FBgn0082973,91,79,86,108
FBgn0051514,309,348,61,92
FBgn0083045,43,35,33,33
FBgn0058461,1624,1560,1758,1575
FBgn0082923,156,153,183,168
FBgn0058469,2602,2958,3006,3601
FBgn0082994,62,78,54,59
FBgn0083029,68,81,70,86
FBgn0082951,201,144,160,175
FBgn0082979,62,82,82,77
FBgn0082969,46,44,36,56
FBgn0058068,46,38,31,39
FBgn0039945,0,0,0,0
FBgn0082932,0,0,0,0
FBgn0040682,84,66,78,86
FBgn0082976,87,110,88,107
FBgn0082978,80,93,60,64
FBgn0082926,98,66,89,92
FBgn0024804,516,602,641,713
FBgn0083001,43,45,44,65
FBgn0063368,1,7,0,2
FBgn0069923,23,22,37,36
FBgn0083014,67,56,43,56
FBgn0082940,119,114,134,119
FBgn0083016,31,28,41,27
FBgn0058064,0,0,1,0
FBgn0032914,1,0,2,1
FBgn0083008,72,77,68,80
FBgn0083044,53,40,49,39
FBgn0083050,115,113,126,145
FBgn0083033,27,21,24,26
FBgn0083039,315,290,266,226
FBgn0082988,126,153,181,158
FBgn0082975,86,60,62,71
FBgn0083032,33,21,30,28
FBgn0082919,78,65,105,97
FBgn0083012,43,56,65,50
FBgn0260469,4,3,0,0
FBgn0083055,115,115,91,95
FBgn0083046,40,36,30,34
FBgn0082989,134,120,101,134
FBgn0082929,104,94,119,117
FBgn0082972,77,62,57,70
FBgn0082937,218,241,190,206
FBgn0082941,54,41,62,65
FBgn0082983,95,81,92,105
FBgn0082950,58,61,86,83
FBgn0083000,78,74,94,107
FBgn0040020,327,322,371,366
FBgn0083013,111,80,64,59
FBgn0040531,0,0,1,0
FBgn0083028,27,26,34,31
FBgn0082995,45,29,41,35
FBgn0083023,34,33,33,29
FBgn0082946,32,39,45,48
FBgn0058263,1204,1203,1045,1154
FBgn0083120,558,681,497,554
FBgn0083026,23,18,27,17
FBgn0082922,3772,4020,4864,5744
FBgn0082981,546,516,366,472
FBgn0083058,231,223,237,254
FBgn0082939,89,90,83,85
FBgn0083004,110,78,88,95
FBgn0046698,0,0,0,0
FBgn0040565,0,4,5,1
FBgn0063298,157,125,85,97
FBgn0058441,8,7,9,5
FBgn0040973,31,25,17,22
FBgn0082957,165,165,127,162
FBgn0083011,46,35,43,46
FBgn0083020,49,35,35,42
FBgn0082958,145,161,133,156
FBgn0082938,0,0,0,0
FBgn0039993,489,612,357,386
FBgn0083049,72,89,88,98
FBgn0033145,1,0,0,0
FBgn0082934,0,0,0,0
FBgn0083042,84,60,79,102
FBgn0082952,46,35,66,56
FBgn0083037,43,48,37,52
FBgn0082986,81,72,112,78
FBgn0082971,60,50,34,48
FBgn0032631,0,0,1,0
FBgn0046697,0,0,0,0
FBgn0082945,42,34,32,51
FBgn0082948,48,44,45,51
FBgn0082930,82,57,45,53
FBgn0082925,102,113,133,117
FBgn0083027,98,69,94,87
FBgn0082942,58,56,46,43
FBgn0083025,22,15,26,16
FBgn0083005,113,93,103,114
FBgn0061188,0,0,0,0
FBgn0083035,28,21,20,26
FBgn0082935,0,0,0,0
FBgn0083054,76,76,86,60
FBgn0083006,119,134,109,178
FBgn0082998,88,73,84,100
FBgn0083021,54,56,52,61
FBgn0083030,81,83,74,85
FBgn0069969,51,60,61,54
FBgn0083047,65,62,78,68
FBgn0082959,154,167,124,154
FBgn0083007,68,70,68,76
FBgn0082954,97,95,69,79
FBgn0058100,54,40,47,49
FBgn0083038,87,78,80,103
FBgn0020660,339,348,129,158
FBgn0083024,10,21,17,8
FBgn0082980,189,206,259,288
FBgn0082962,91,97,85,95
FBgn0085188,387,433,325,377
FBgn0085190,0,0,0,0
FBgn0085191,2,1,1,2
FBgn0085192,100,109,85,98
FBgn0085193,0,0,0,0
FBgn0085194,1,3,3,1
FBgn0085195,1,0,1,0
FBgn0085196,0,0,3,0
FBgn0085197,0,0,0,0
FBgn0085198,0,0,0,0
FBgn0085199,0,0,0,0
FBgn0085200,1,0,3,2
FBgn0085201,1,0,0,1
FBgn0085202,0,0,0,0
FBgn0085203,84,76,109,100
FBgn0085204,0,0,1,0
FBgn0085205,1,1,1,3
FBgn0085206,0,0,0,0
FBgn0085207,0,0,0,0
FBgn0085208,0,0,0,0
FBgn0085209,0,1,0,0
FBgn0085210,0,0,0,0
FBgn0085211,4,2,3,1
FBgn0085212,369,453,299,309
FBgn0085213,64,79,77,57
FBgn0085214,1,1,0,0
FBgn0085217,0,0,0,0
FBgn0085218,0,1,0,2
FBgn0085219,14,14,12,12
FBgn0085220,176,189,148,148
FBgn0085222,1,2,1,0
FBgn0085223,43,53,15,10
FBgn0085224,123,159,110,121
FBgn0085225,0,0,0,0
FBgn0085227,0,0,2,3
FBgn0085228,1,1,1,0
FBgn0085229,361,401,361,392
FBgn0085230,0,0,0,0
FBgn0085231,0,0,0,0
FBgn0085232,0,0,1,2
FBgn0085233,0,0,0,0
FBgn0085234,4,1,1,0
FBgn0085235,24,20,19,17
FBgn0085236,8,12,9,3
FBgn0085237,0,0,4,2
FBgn0085239,0,0,0,0
FBgn0085240,1,2,1,1
FBgn0085241,1,1,0,0
FBgn0085242,257,359,234,339
FBgn0085243,41,36,38,36
FBgn0085244,23,22,5,7
FBgn0085245,2,2,2,1
FBgn0085246,1,0,0,0
FBgn0085248,30,14,16,14
FBgn0085249,827,932,425,417
FBgn0085250,0,0,0,0
FBgn0085252,0,0,0,0
FBgn0085253,1,0,0,0
FBgn0085254,0,0,1,0
FBgn0085256,2,1,0,0
FBgn0085257,204,255,128,158
FBgn0085259,148,129,89,96
FBgn0085260,73,101,51,64
FBgn0085261,1955,2213,1461,1571
FBgn0085263,112,90,71,94
FBgn0085264,0,0,0,0
FBgn0085265,1,0,1,1
FBgn0085267,0,0,0,0
FBgn0085271,60,76,63,56
FBgn0085273,0,0,0,0
FBgn0085274,0,0,0,0
FBgn0085276,2,0,0,0
FBgn0085277,0,0,0,0
FBgn0085279,539,658,366,470
FBgn0085280,0,0,0,0
FBgn0085282,25,52,21,26
FBgn0085283,1,0,1,0
FBgn0085284,108,152,101,104
FBgn0085285,71,64,54,64
FBgn0085287,0,0,0,0
FBgn0085288,0,1,1,0
FBgn0085289,0,0,0,0
FBgn0085290,109,113,108,86
FBgn0085291,20,32,20,23
FBgn0085292,12,14,13,11
FBgn0085294,0,1,0,0
FBgn0085295,0,0,0,0
FBgn0085296,34,21,26,23
FBgn0085297,23,19,19,22
FBgn0085298,1,1,0,0
FBgn0085300,1,1,0,1
FBgn0085302,0,0,1,0
FBgn0085303,1,0,0,0
FBgn0085305,1,0,2,1
FBgn0085306,0,0,0,0
FBgn0085307,3,3,3,2
FBgn0085308,0,0,0,1
FBgn0085309,0,0,0,0
FBgn0085310,1,0,1,0
FBgn0085311,0,0,0,0
FBgn0085312,3,0,0,1
FBgn0085313,0,1,0,1
FBgn0085314,1,1,7,3
FBgn0085315,0,0,0,0
FBgn0085316,0,0,0,0
FBgn0085317,32,41,37,33
FBgn0085318,0,0,0,0
FBgn0085319,0,1,5,0
FBgn0085320,9,6,10,11
FBgn0085321,0,0,0,0
FBgn0085322,67,84,63,71
FBgn0085324,0,0,0,0
FBgn0085325,2,0,1,1
FBgn0085326,0,0,0,0
FBgn0085327,58,59,57,50
FBgn0085328,0,0,0,2
FBgn0085329,0,0,0,0
FBgn0085330,3,2,6,6
FBgn0085331,0,0,0,1
FBgn0085332,0,0,0,1
FBgn0085334,24,31,30,23
FBgn0085336,1,2,3,3
FBgn0085337,24,11,18,20
FBgn0085339,130,172,122,133
FBgn0085340,1,0,0,0
FBgn0085341,0,0,0,0
FBgn0085342,0,0,0,0
FBgn0085343,0,0,0,0
FBgn0085344,0,0,0,0
FBgn0085345,58,58,59,58
FBgn0085346,0,0,0,0
FBgn0085349,2,3,0,1
FBgn0085350,0,0,0,0
FBgn0085351,0,0,0,0
FBgn0085352,22,20,31,25
FBgn0085353,4,4,1,3
FBgn0085354,759,828,535,663
FBgn0085356,0,1,1,0
FBgn0085357,61,65,33,37
FBgn0085358,2,0,0,0
FBgn0085359,38,24,21,18
FBgn0085360,27,46,36,55
FBgn0085361,6,6,2,2
FBgn0085362,0,1,0,1
FBgn0085366,0,0,0,0
FBgn0085367,0,0,0,0
FBgn0085369,17,15,14,14
FBgn0085370,7475,7976,7025,8027
FBgn0085371,0,0,0,0
FBgn0085374,0,4,3,2
FBgn0085376,1108,1323,1142,1364
FBgn0085377,1294,1270,976,987
FBgn0085380,62,57,34,41
FBgn0085382,60,75,138,155
FBgn0085383,31,30,16,29
FBgn0085384,129,138,134,152
FBgn0085385,2,1,0,2
FBgn0085386,253,262,302,310
FBgn0085387,48,47,43,32
FBgn0085390,1655,1637,1691,1902
FBgn0085391,55,46,76,68
FBgn0085395,9,19,15,21
FBgn0085396,1,0,1,1
FBgn0085397,681,848,1080,1161
FBgn0085398,0,0,0,0
FBgn0085399,1538,1862,1900,2383
FBgn0085400,94,120,481,578
FBgn0085404,1,3,0,2
FBgn0085405,1841,1838,2208,2519
FBgn0085408,3752,4325,4049,4344
FBgn0085409,15,60,87,302
FBgn0085410,1,0,0,2
FBgn0085411,30,23,28,20
FBgn0085412,2745,2823,2851,2951
FBgn0085413,11,12,10,10
FBgn0085414,2,1,1,0
FBgn0085415,2,4,3,4
FBgn0085417,0,3,0,1
FBgn0085419,247,178,274,259
FBgn0085420,11,11,8,8
FBgn0085421,670,774,287,373
FBgn0085422,0,2,0,1
FBgn0085423,2216,2535,1531,1777
FBgn0085424,585,660,389,423
FBgn0085425,24,20,23,12
FBgn0085426,10,11,13,10
FBgn0085427,170,149,1206,1079
FBgn0085428,4,3,4,4
FBgn0085430,1142,1154,1037,1060
FBgn0085431,71,78,113,113
FBgn0085432,3024,3067,2775,2695
FBgn0085433,346,323,319,356
FBgn0085434,265,294,263,315
FBgn0085436,4070,4481,3282,3487
FBgn0085437,275,281,272,284
FBgn0085438,197,196,205,223
FBgn0085440,16,12,3,9
FBgn0085442,3310,3387,2688,2942
FBgn0085443,10754,11069,11455,12726
FBgn0085444,1203,1212,1074,1196
FBgn0085446,612,756,1007,1167
FBgn0085447,31,33,51,44
FBgn0085450,4838,5304,5639,5715
FBgn0085451,659,661,537,573
FBgn0085452,365,436,282,297
FBgn0085453,181,225,145,165
FBgn0085454,7,7,9,8
FBgn0085455,1,1,0,1
FBgn0085456,0,1,0,0
FBgn0085457,0,1,1,0
FBgn0085458,1,0,0,0
FBgn0085459,111,132,137,151
FBgn0085460,149,145,150,130
FBgn0085461,0,0,1,1
FBgn0085462,0,0,2,1
FBgn0085464,4,2,3,0
FBgn0085465,2,3,104,134
FBgn0085466,15,17,539,514
FBgn0085468,240,281,232,243
FBgn0085470,0,0,0,0
FBgn0085471,7,9,4,5
FBgn0085472,1,1,2,1
FBgn0085473,0,2,0,0
FBgn0085474,36,48,24,18
FBgn0085475,21,28,14,13
FBgn0085476,0,0,0,0
FBgn0085477,0,0,0,0
FBgn0085478,944,1032,1091,1070
FBgn0085479,156,140,141,123
FBgn0085480,1,0,2,1
FBgn0085481,0,2,0,1
FBgn0085482,123,107,76,84
FBgn0085483,69,79,51,32
FBgn0085484,717,870,609,758
FBgn0085485,26,26,25,28
FBgn0085486,0,0,1,0
FBgn0085487,0,0,0,0
FBgn0085488,38,42,25,30
FBgn0085489,9,18,10,3
FBgn0085491,2,0,2,0
FBgn0085494,0,1,0,0
FBgn0085500,19,21,12,18
FBgn0085505,12,5,9,4
FBgn0085506,0,0,0,0
FBgn0085511,0,0,0,0
FBgn0085512,0,1,2,5
FBgn0085520,3142,3189,2749,2948
FBgn0085521,102,126,45,47
FBgn0085523,3,3,0,4
FBgn0085540,0,0,0,0
FBgn0085732,704,739,564,586
FBgn0085570,16,14,112,99
FBgn0085786,133,164,180,248
FBgn0085569,0,0,3,7
FBgn0085638,272,344,315,279
FBgn0085582,11,14,21,15
FBgn0085664,52,43,41,51
FBgn0085810,266,224,270,288
FBgn0085736,91,100,111,122
FBgn0085612,15,8,19,15
FBgn0085599,0,1,1,0
FBgn0085812,1,3,4,3
FBgn0085644,66,51,39,46
FBgn0085819,279503,277357,235996,252983
FBgn0085693,82,116,33,41
FBgn0085771,99485,99522,82622,90107
FBgn0085802,0,0,0,0
FBgn0085753,233205,232914,203868,229926
FBgn0085673,0,1,0,2
FBgn0085804,0,0,0,0
FBgn0085692,0,0,0,0
FBgn0085734,117,102,79,103
FBgn0085784,98,103,81,126
FBgn0085765,594,717,628,685
FBgn0085813,268947,288059,257071,311529
FBgn0085789,99,103,57,67
FBgn0085788,7,5,3,10
FBgn0085792,213,275,149,195
FBgn0085791,184,236,136,168
FBgn0085790,187,238,136,164
FBgn0085831,15,10,18,16
FBgn0086021,27,12,11,14
FBgn0086023,57,45,56,62
FBgn0086024,40,36,27,38
FBgn0086025,21,18,22,30
FBgn0086027,834,1074,786,995
FBgn0086028,45,49,53,62
FBgn0086033,0,0,0,0
FBgn0086039,105,106,108,135
FBgn0086041,32,33,29,32
FBgn0086042,44,44,26,54
FBgn0086048,43,33,48,27
FBgn0086049,50,26,46,33
FBgn0086051,0,0,0,0
FBgn0086053,30,36,43,59
FBgn0086054,42,36,42,59
FBgn0086055,273,242,253,340
FBgn0086056,0,0,0,0
FBgn0086057,42,49,65,52
FBgn0086061,114,98,84,110
FBgn0086062,23,32,33,21
FBgn0086063,18,28,23,14
FBgn0086064,32,26,24,26
FBgn0086065,49,33,28,39
FBgn0086066,0,0,0,0
FBgn0086067,33,35,40,52
FBgn0086068,58,50,43,43
FBgn0086069,67,50,47,62
FBgn0086070,128,123,118,115
FBgn0086071,11,20,12,22
FBgn0086072,84,66,73,86
FBgn0086074,598,493,953,881
FBgn0086075,101,82,90,111
FBgn0086078,198,188,199,271
FBgn0086079,151,142,148,199
FBgn0086129,1384,1474,934,937
FBgn0086130,331,311,250,265
FBgn0086134,815,907,753,937
FBgn0086200,204,189,103,117
FBgn0086251,1072,1321,940,1054
FBgn0086253,256,293,266,277
FBgn0086254,1443,1424,1549,1117
FBgn0086265,18,7,5,14
FBgn0086266,0,0,0,2
FBgn0086346,1170,1281,914,1054
FBgn0086347,8499,9166,8204,9599
FBgn0086348,29,33,21,19
FBgn0086350,201,174,162,198
FBgn0086355,2134,2329,1704,1915
FBgn0086356,707,549,676,559
FBgn0086357,2901,3108,3145,3510
FBgn0086358,3051,3382,2471,2568
FBgn0086359,1741,1776,2074,1893
FBgn0086361,483,571,460,441
FBgn0086362,335,371,258,299
FBgn0086365,6354,6232,5557,6355
FBgn0086367,214,242,211,218
FBgn0086368,1,0,0,0
FBgn0086370,1285,1350,1170,1278
FBgn0086371,273,312,434,455
FBgn0086372,912,1035,985,1053
FBgn0086378,481,530,499,616
FBgn0086384,406,527,427,488
FBgn0086408,39,61,41,50
FBgn0086442,2393,2597,1879,2038
FBgn0086443,3621,3734,5144,5508
FBgn0086444,655,763,732,770
FBgn0086445,418,405,433,467
FBgn0086446,563,623,726,800
FBgn0086447,171,194,237,239
FBgn0086448,92,113,86,86
FBgn0086450,1227,1226,1390,1683
FBgn0086451,925,1057,1055,1160
FBgn0086472,1385,1505,1716,2114
FBgn0086519,6,5,1,1
FBgn0086532,1045,1205,1016,1152
FBgn0086533,83,94,98,139
FBgn0086558,11800,11524,10209,10422
FBgn0086600,85,75,63,51
FBgn0086601,94,101,65,84
FBgn0086602,123,99,92,63
FBgn0086603,150,147,144,147
FBgn0086604,22,15,53,59
FBgn0086605,584,652,517,574
FBgn0086608,60,71,36,44
FBgn0086610,0,0,0,0
FBgn0086611,3,2,0,1
FBgn0086655,4218,4978,3342,3684
FBgn0086656,771,923,716,710
FBgn0086657,432,485,397,470
FBgn0086658,1121,1248,1014,1121
FBgn0086659,4687,5172,5401,6300
FBgn0086660,60,52,46,60
FBgn0086661,577,613,237,271
FBgn0086662,148,131,134,153
FBgn0086663,226,211,244,309
FBgn0086664,93,93,112,123
FBgn0086665,85,83,101,108
FBgn0086666,98,87,96,74
FBgn0086667,3216,3130,4435,4774
FBgn0086668,111,80,63,77
FBgn0086669,43,46,49,58
FBgn0086670,2309,2159,2726,3363
FBgn0086671,38,34,42,50
FBgn0086672,390,333,297,347
FBgn0086673,14,9,7,9
FBgn0086674,67,106,83,112
FBgn0086675,21,24,11,22
FBgn0086676,6063,6511,6362,6890
FBgn0086677,7,8,7,3
FBgn0086679,826,943,997,1093
FBgn0086680,103,138,103,111
FBgn0086681,140,134,87,89
FBgn0086683,1144,1292,1076,1121
FBgn0085407,1778,1889,2759,2799
FBgn0086686,1561,1734,1855,2025
FBgn0086687,3531,3492,3892,4265
FBgn0086690,4315,4829,4562,4616
FBgn0086691,176,187,172,155
FBgn0086693,140,129,67,72
FBgn0086694,868,957,812,828
FBgn0086695,352,343,289,328
FBgn0086698,1094,1103,1130,1096
FBgn0086704,25,52,27,42
FBgn0086706,1129,1225,985,1103
FBgn0086707,1010,1065,802,807
FBgn0086708,1683,2028,1064,1151
FBgn0086710,3915,3954,3424,3789
FBgn0086711,708,859,1165,1353
FBgn0086712,683,755,538,595
FBgn0086757,549,615,433,503
FBgn0086758,9884,10175,10116,10322
FBgn0086768,304,315,241,260
FBgn0086778,12,18,18,13
FBgn0086779,3677,4071,3667,4113
FBgn0086782,3015,2514,2041,2195
FBgn0086784,1122,1222,946,1009
FBgn0086785,231,236,199,204
FBgn0086855,991,1082,937,946
FBgn0086856,217,278,188,187
FBgn0086895,386,448,358,363
FBgn0086898,57,72,31,33
FBgn0086900,0,0,0,0
FBgn0086904,1306,1318,1261,1385
FBgn0086906,252,219,91,102
FBgn0086907,7,3,12,6
FBgn0086908,536,576,425,456
FBgn0086909,361,385,240,269
FBgn0086912,739,761,698,792
FBgn0086913,7,15,7,7
FBgn0086915,0,3,0,0
FBgn0086916,0,0,0,0
FBgn0086917,1,0,13,11
FBgn0087002,40,30,41,43
FBgn0087005,166,189,144,121
FBgn0087007,1660,1954,1316,1472
FBgn0087008,1982,2013,1928,1946
FBgn0087011,28,24,29,21
FBgn0087012,4,6,7,9
FBgn0087013,2065,2205,1886,2239
FBgn0087021,370,329,402,411
FBgn0087035,3287,3450,2866,3002
FBgn0087039,272,336,183,205
FBgn0087040,72,68,95,78
FBgn0087041,0,0,0,0
FBgn0243486,4,6,63,62
FBgn0243511,344,390,334,346
FBgn0243512,8056,7796,9276,9816
FBgn0243513,278,356,164,182
FBgn0243514,415,478,885,938
FBgn0243516,2240,2372,1923,1986
FBgn0243586,1,2,6,4
FBgn0250731,0,0,0,0
FBgn0250732,594,581,584,557
FBgn0250746,1161,1363,997,1189
FBgn0250753,4090,4351,3921,4109
FBgn0250754,1763,1638,1623,1559
FBgn0250755,105,101,51,54
FBgn0250757,1,4,11,24
FBgn0250785,4090,4721,4902,5357
FBgn0250786,3208,3477,2229,2383
FBgn0250788,1742,1927,1736,1833
FBgn0250789,877,985,1114,1198
FBgn0250791,804,936,717,797
FBgn0250814,803,961,701,854
FBgn0250815,0,1,0,2
FBgn0250816,118,81,129,116
FBgn0250817,0,0,0,0
FBgn0250819,8,11,9,9
FBgn0250820,804,1015,735,866
FBgn0250821,5,5,2,2
FBgn0250822,0,0,0,0
FBgn0250823,2424,2394,2551,2753
FBgn0250824,664,678,605,635
FBgn0250825,0,2,0,1
FBgn0250826,0,0,0,0
FBgn0250827,0,0,0,0
FBgn0250830,1149,1165,945,1144
FBgn0250831,0,0,0,0
FBgn0250832,1,1,0,0
FBgn0250833,2,4,0,1
FBgn0250834,0,0,1,0
FBgn0250835,0,0,3,2
FBgn0250836,1,0,1,1
FBgn0250837,609,589,528,558
FBgn0250838,535,591,473,496
FBgn0250839,5,1,3,9
FBgn0250841,0,0,0,0
