Geneid,CHD1fem1,CHD1fem2,OREfem1,OREfem2
FBgn0039648,2,2,4,0
FBgn0035426,0,0,0,2
FBgn0032551,0,0,0,0
FBgn0028867,0,4,0,0
FBgn0031322,151,84,393,260
FBgn0000277,15,14,24,8
FBgn0035945,121,78,249,137
FBgn0031575,134,90,359,230
FBgn0034165,34,25,11,9
FBgn0002631,0,0,0,2
FBgn0034009,236,129,505,485
FBgn0031995,414,240,736,615
FBgn0036603,2,0,12,4
FBgn0036607,0,0,2,4
FBgn0036609,0,0,0,0
FBgn0004047,105945,101103,49915,38249
FBgn0034415,0,0,0,0
FBgn0067317,4,2,0,2
FBgn0014464,11,5,13,14
FBgn0058172,0,0,0,0
FBgn0025632,60,42,187,141
FBgn0011837,426,219,1272,1343
FBgn0053963,52,47,259,190
FBgn0036916,8,14,39,42
FBgn0011272,1865,1290,5647,4797
FBgn0053964,0,0,0,0
FBgn0033453,18,14,187,209
FBgn0010406,141,85,351,337
FBgn0036493,32,29,70,42
FBgn0003028,168,123,357,305
FBgn0020372,436,282,833,650
FBgn0032896,38,26,125,115
FBgn0053965,1,0,4,0
FBgn0053966,0,0,0,2
FBgn0031726,6,22,0,12
FBgn0004828,2363,1478,7042,5115
FBgn0053517,2799,1570,5449,4474
FBgn0035021,76,48,127,130
FBgn0000094,0,0,0,0
FBgn0035083,136,55,266,229
FBgn0037137,184,88,525,275
FBgn0010241,40,79,82,58
FBgn0002283,63,46,145,103
FBgn0000355,0,0,0,0
FBgn0039020,11,2,28,23
FBgn0038405,6,0,26,25
FBgn0030863,262,132,651,524
FBgn0003687,33,26,73,66
FBgn0051007,18,0,24,20
FBgn0032157,163,89,320,230
FBgn0043841,1295,905,5020,4202
FBgn0034820,0,0,0,2
FBgn0010265,1189,679,3889,3441
FBgn0022893,163,115,598,420
FBgn0037385,1,1,2,2
FBgn0052857,0,0,0,0
FBgn0032391,21,2,51,36
FBgn0045759,0,0,0,0
FBgn0036374,578,371,1011,772
FBgn0034566,9,14,18,34
FBgn0031285,1178,702,2932,2603
FBgn0004050,171,128,405,297
FBgn0004644,8,0,29,32
FBgn0031765,28,4,36,24
FBgn0030522,8,18,50,50
FBgn0038647,4,4,7,6
FBgn0028540,76,49,304,316
FBgn0000459,197,102,478,287
FBgn0038980,317,173,818,562
FBgn0000529,18,13,34,27
FBgn0010607,26,20,83,65
FBgn0003943,1586,896,4772,6223
FBgn0050072,0,0,0,0
FBgn0052072,2,0,8,10
FBgn0052056,224,112,490,376
FBgn0035258,12,0,42,29
FBgn0040719,2,0,2,1
FBgn0015773,12,16,82,29
FBgn0003002,44,28,74,51
FBgn0039369,0,0,0,0
FBgn0037326,359,204,921,595
FBgn0004087,12,8,48,35
FBgn0033631,107,84,165,139
FBgn0000370,456,250,1930,1531
FBgn0026433,47,32,158,142
FBgn0053969,69,38,186,114
FBgn0039366,0,0,0,0
FBgn0004363,1327,717,4188,3076
FBgn0036680,238,164,180,181
FBgn0039370,0,0,2,0
FBgn0013263,29,19,116,87
FBgn0036306,24,15,92,178
FBgn0260479,7,2,9,2
FBgn0038547,62,28,98,102
FBgn0024941,445,249,1052,838
FBgn0053970,352,175,934,633
FBgn0014396,4062,1821,11791,7257
FBgn0013765,656,408,1494,1144
FBgn0031270,4,2,25,14
FBgn0016977,10116,5457,20038,15020
FBgn0016930,840,381,1982,1353
FBgn0031971,251,116,442,580
FBgn0031619,0,0,2,0
FBgn0010488,2535,1385,6042,4644
FBgn0033781,12,4,44,34
FBgn0011205,134,98,603,268
FBgn0053971,87,76,184,185
FBgn0020381,103,51,165,123
FBgn0035209,0,0,0,0
FBgn0037525,1690,859,3485,2484
FBgn0031623,9,0,8,2
FBgn0004911,0,0,10,14
FBgn0053309,0,0,0,0
FBgn0011937,0,0,2,0
FBgn0011936,0,0,2,0
FBgn0000406,2211,1764,6884,5241
FBgn0004052,0,0,0,0
FBgn0039544,102,57,266,221
FBgn0014869,646,373,1354,1089
FBgn0013720,58,62,248,181
FBgn0003638,1933,1037,3225,2360
FBgn0000276,49,100,10,2
FBgn0041624,2,2,8,2
FBgn0041623,4,0,9,4
FBgn0010438,0,0,7,0
FBgn0021764,718,437,1197,935
FBgn0040099,31,14,99,139
FBgn0004618,368,145,851,578
FBgn0029854,61,32,162,119
FBgn0000278,6,8,0,0
FBgn0038002,0,0,0,0
FBgn0051274,0,0,0,0
FBgn0038427,340,145,552,463
FBgn0035976,249,190,763,500
FBgn0039454,2,2,2,2
FBgn0027514,62,22,106,76
FBgn0038063,696,376,1763,1326
FBgn0053977,8,0,44,34
FBgn0053978,213,89,907,684
FBgn0000551,9,2,0,10
FBgn0032130,88,64,267,253
FBgn0035879,339,221,728,613
FBgn0035880,1608,999,3868,2969
FBgn0038717,2,0,0,0
FBgn0001091,1684,1134,3311,2829
FBgn0031261,0,0,0,0
FBgn0040795,0,0,0,0
FBgn0031859,0,0,0,0
FBgn0001125,694,627,3248,4224
FBgn0024983,48,48,92,76
FBgn0000640,0,0,2,0
FBgn0037764,0,0,0,4
FBgn0050087,0,0,0,0
FBgn0053460,8,4,4,6
FBgn0053461,0,0,0,0
FBgn0053462,0,22,4,0
FBgn0025741,1380,803,4305,3125
FBgn0000044,2702,1109,5751,3556
FBgn0031504,1,4,28,22
FBgn0034495,12,14,7,17
FBgn0032898,0,0,0,2
FBgn0039925,84,58,240,228
FBgn0033104,22,8,40,37
FBgn0026086,871,406,2481,1802
FBgn0036203,0,0,0,0
FBgn0028741,0,0,0,0
FBgn0010339,46,20,213,145
FBgn0053983,2,0,4,4
FBgn0053985,0,0,0,0
FBgn0053986,2,0,0,0
FBgn0003300,20,20,40,32
FBgn0037635,76,76,338,117
FBgn0040508,2,6,10,2
FBgn0053987,1,0,1,0
FBgn0028979,110,47,213,153
FBgn0053988,1157,628,2681,1868
FBgn0052176,75,67,169,107
FBgn0053082,6,0,21,26
FBgn0032023,64,21,140,114
FBgn0052088,2,2,2,4
FBgn0026575,1158,647,2295,1499
FBgn0067905,198,213,552,233
FBgn0037812,0,0,0,4
FBgn0036793,0,0,0,0
FBgn0036799,0,0,0,0
FBgn0025637,143,121,666,524
FBgn0000552,0,0,0,0
FBgn0032151,898,504,2933,2072
FBgn0038575,2,4,2,4
FBgn0043791,114,106,8,2
FBgn0000055,20,23,135,115
FBgn0034978,467,193,871,737
FBgn0039229,822,445,1552,1302
FBgn0032259,64,26,119,75
FBgn0032815,82,41,262,237
FBgn0052023,0,0,0,0
FBgn0030898,10,5,2,10
FBgn0052625,0,0,0,0
FBgn0010240,80,42,262,168
FBgn0051693,0,0,0,0
FBgn0029526,32,18,75,85
FBgn0003366,1029,606,1307,1086
FBgn0041789,393,195,594,457
FBgn0035000,15,6,36,19
FBgn0013718,649,324,1956,1418
FBgn0030984,2,0,5,0
FBgn0039736,16,8,56,56
FBgn0022359,5,5,13,21
FBgn0024250,158,77,173,106
FBgn0020906,0,0,0,0
FBgn0030336,739,404,1299,989
FBgn0031762,67,40,180,145
FBgn0000719,319,166,678,525
FBgn0032626,0,0,0,0
FBgn0029589,0,0,2,2
FBgn0030581,614,375,1482,1161
FBgn0050383,2,0,0,0
FBgn0030874,12,8,34,28
FBgn0030262,0,0,0,0
FBgn0004643,58,56,128,142
FBgn0034997,417,357,965,895
FBgn0000320,258,122,806,634
FBgn0029836,2,0,0,4
FBgn0036599,0,0,0,0
FBgn0045842,117,55,404,307
FBgn0053093,2,2,0,4
FBgn0027101,579,354,1461,1111
FBgn0039924,235,138,720,502
FBgn0053993,26,20,45,55
FBgn0034563,0,0,2,0
FBgn0040344,460,271,948,880
FBgn0034121,0,0,0,0
FBgn0004463,48,38,109,130
FBgn0031515,51,28,140,106
FBgn0053301,2,2,10,9
FBgn0030542,0,0,2,0
FBgn0014903,0,0,0,0
FBgn0037046,0,2,8,8
FBgn0053995,0,0,0,0
FBgn0034286,189,56,408,251
FBgn0032955,338,146,1370,993
FBgn0050098,0,0,0,0
FBgn0032405,24,24,56,50
FBgn0029608,129,58,217,221
FBgn0031637,803,394,1582,1357
FBgn0034139,8,4,12,30
FBgn0030897,580,281,1636,1191
FBgn0031945,20,10,39,32
FBgn0015664,86,50,323,203
FBgn0039592,2,0,0,2
FBgn0053679,2,2,0,2
FBgn0053258,0,0,5,8
FBgn0053544,4,0,0,1
FBgn0053998,9,4,50,22
FBgn0054001,0,0,2,0
FBgn0054002,0,0,4,0
FBgn0054003,6,14,38,18
FBgn0040658,30,12,69,25
FBgn0054005,0,0,0,0
FBgn0053772,0,0,0,0
FBgn0053294,18,1,20,20
FBgn0053773,0,0,0,2
FBgn0053775,2,0,4,4
FBgn0053658,0,0,0,0
FBgn0054006,0,0,0,0
FBgn0054007,0,0,2,0
FBgn0054008,5,2,10,4
FBgn0054010,2,0,9,14
FBgn0054011,4,0,0,0
FBgn0054012,0,0,0,0
FBgn0054015,9,4,24,22
FBgn0054021,0,0,0,0
FBgn0054024,0,0,0,0
FBgn0054025,5,1,29,18
FBgn0054026,0,0,8,9
FBgn0054027,0,0,4,6
FBgn0054028,2,2,4,3
FBgn0054029,0,0,0,0
FBgn0054030,4,0,28,12
FBgn0054031,1,0,0,4
FBgn0054033,0,0,0,0
FBgn0054034,0,2,0,0
FBgn0038156,203,96,396,324
FBgn0053635,10,6,45,38
FBgn0053465,0,0,0,2
FBgn0053798,0,0,0,0
FBgn0054038,2,0,0,0
FBgn0054039,17,8,23,16
FBgn0054040,0,0,0,0
FBgn0054041,2,0,0,0
FBgn0065110,0,0,0,2
FBgn0054043,0,0,1,0
FBgn0054044,0,0,0,0
FBgn0054045,2,2,15,9
FBgn0054046,0,0,2,0
FBgn0054047,0,0,0,2
FBgn0054049,0,0,0,0
FBgn0054051,15,8,31,27
FBgn0054052,2,0,0,4
FBgn0054054,11,22,53,44
FBgn0065108,0,0,0,0
FBgn0065109,0,0,0,0
FBgn0054056,43,21,71,47
FBgn0054057,9,4,38,37
FBgn0260453,0,0,0,0
FBgn0260454,0,0,0,0
FBgn0052529,2221,1239,5043,4958
FBgn0013696,0,0,0,0
FBgn0013703,0,0,0,0
FBgn0013700,0,0,0,0
FBgn0013680,10,4,90,84
FBgn0013709,0,0,0,0
FBgn0013690,0,0,0,0
FBgn0013710,0,0,0,0
FBgn0013674,7919,4186,43152,28958
FBgn0013699,0,0,0,0
FBgn0013675,1123,916,6549,4174
FBgn0013697,0,0,0,0
FBgn0013691,0,0,0,0
FBgn0013673,0,0,0,2
FBgn0013672,755,457,5592,3284
FBgn0013676,3183,1661,14970,9527
FBgn0013694,0,0,0,0
FBgn0013681,8,24,206,151
FBgn0013689,0,0,0,0
FBgn0013704,0,0,0,0
FBgn0013701,0,0,0,0
FBgn0013705,0,0,0,0
FBgn0013692,0,0,0,0
FBgn0013693,0,0,0,0
FBgn0013684,532,440,3297,2089
FBgn0013695,0,0,0,0
FBgn0013683,10,2,35,34
FBgn0013707,0,0,0,0
FBgn0013702,0,0,0,0
FBgn0013685,2,0,5,8
FBgn0013678,2601,1425,13730,9141
FBgn0013706,0,0,0,0
FBgn0013679,292,155,1819,1256
FBgn0013698,0,0,0,0
FBgn0013686,117877,65100,217545,166397
FBgn0013708,0,0,0,0
FBgn0013688,45681,19080,90429,76265
FBgn0041004,0,10,5,6
FBgn0058191,189,133,642,532
FBgn0040011,213,131,619,543
FBgn0040009,0,0,0,0
FBgn0039958,136,83,407,352
FBgn0040038,0,0,0,0
FBgn0058006,165,75,515,313
FBgn0000384,139,102,374,326
FBgn0058005,6,0,2,3
FBgn0039966,34,18,68,55
FBgn0025837,0,0,2,0
FBgn0025836,1071,561,2153,1726
FBgn0025835,53,31,141,99
FBgn0003559,131,76,356,336
FBgn0040514,8,3,17,29
FBgn0039943,88,61,196,247
FBgn0039942,40,14,120,113
FBgn0039941,32,21,77,53
FBgn0040031,3,0,0,0
FBgn0039965,73,44,287,226
FBgn0063670,36,24,219,181
FBgn0028697,989,661,3494,2857
FBgn0058002,17,16,112,154
FBgn0037549,163,102,322,201
FBgn0040022,448,233,1511,1291
FBgn0058160,218,133,329,280
FBgn0040056,406,221,905,770
FBgn0039955,306,169,815,729
FBgn0040045,6,0,3,2
FBgn0058198,2,4,6,4
FBgn0058298,8,4,12,4
FBgn0083936,0,0,0,0
FBgn0083992,0,0,2,0
FBgn0260451,0,0,0,0
FBgn0034389,418,224,1027,596
FBgn0083938,0,0,2,0
FBgn0083940,18,24,65,61
FBgn0083941,0,0,0,0
FBgn0083942,0,0,0,0
FBgn0083943,0,0,0,0
FBgn0083945,31,22,86,61
FBgn0083946,4,6,0,2
FBgn0083949,958,410,1625,1387
FBgn0083950,693,445,1524,1293
FBgn0083951,0,0,2,0
FBgn0083952,0,0,0,0
FBgn0083953,26,10,82,43
FBgn0083956,1230,718,2139,1010
FBgn0083960,0,2,4,0
FBgn0083961,38,23,64,49
FBgn0083962,1329,847,2458,2103
FBgn0083963,493,290,1106,842
FBgn0083965,0,0,0,0
FBgn0083966,0,0,0,0
FBgn0083967,0,0,0,0
FBgn0083968,10,14,43,39
FBgn0083969,332,203,747,522
FBgn0083970,17,14,47,64
FBgn0083971,0,0,0,0
FBgn0083972,38,24,90,127
FBgn0083973,18,4,33,28
FBgn0083974,2,0,4,8
FBgn0083975,462,269,1139,819
FBgn0083976,0,0,0,0
FBgn0083977,185,91,281,266
FBgn0083978,2,0,4,5
FBgn0083979,2,0,2,4
FBgn0083981,44,26,100,88
FBgn0083983,2,0,10,14
FBgn0083984,0,0,0,0
FBgn0083985,24,15,36,13
FBgn0083986,22,2,26,14
FBgn0083987,2852,1259,6657,8548
FBgn0083988,2,2,0,2
FBgn0083989,0,0,0,0
FBgn0083990,2,0,3,2
FBgn0083991,82,39,279,150
FBgn0026401,859,425,2705,1892
FBgn0002566,270,188,688,661
FBgn0016976,0,0,0,0
FBgn0016975,0,0,0,0
FBgn0003256,286,144,918,820
FBgn0032997,56,34,265,192
FBgn0039979,0,0,0,0
FBgn0040759,4,2,18,22
FBgn0052218,94,21,186,175
FBgn0033000,68,43,206,168
FBgn0064225,2891,1628,8686,7073
FBgn0051144,0,0,0,0
FBgn0040007,258,159,1576,1334
FBgn0010247,263,137,794,767
FBgn0020908,8,4,8,15
FBgn0011288,576,305,1644,1338
FBgn0084001,0,0,0,0
FBgn0046692,67,48,261,277
FBgn0084017,1,1,1,1
FBgn0039994,201,110,712,613
FBgn0084008,0,0,2,0
FBgn0058439,0,0,0,2
FBgn0044872,4,10,29,8
FBgn0083994,0,0,0,0
FBgn0040005,128,56,397,388
FBgn0069973,317,220,774,642
FBgn0084049,0,0,8,2
FBgn0058053,2,0,2,2
FBgn0069938,0,0,0,0
FBgn0058470,37,12,243,168
FBgn0040010,179,149,621,565
FBgn0058045,108,55,510,352
FBgn0082968,0,0,4,3
FBgn0039987,0,0,0,0
FBgn0083048,54,18,444,450
FBgn0082999,13,2,18,8
FBgn0083121,0,0,0,0
FBgn0082924,0,0,0,0
FBgn0082966,6,0,44,45
FBgn0083018,17,7,71,67
FBgn0083036,0,0,0,0
FBgn0039946,16,32,43,42
FBgn0083010,13,4,28,21
FBgn0082927,0,0,1,0
FBgn0040799,0,2,1,0
FBgn0082944,0,0,0,0
FBgn0082970,8,2,16,24
FBgn0083034,2,0,2,2
FBgn0082997,6,6,5,8
FBgn0083009,7,4,16,7
FBgn0082974,10,4,55,51
FBgn0082933,0,0,0,0
FBgn0083015,70,31,254,270
FBgn0083124,4,3,44,26
FBgn0082960,26,8,78,79
FBgn0058182,4,2,0,4
FBgn0082936,0,0,0,0
FBgn0083041,18,0,60,62
FBgn0083031,0,2,4,0
FBgn0082967,20,11,90,94
FBgn0083022,2,2,0,0
FBgn0082961,10,3,18,13
FBgn0082987,12,0,16,10
FBgn0046706,110,49,363,315
FBgn0083017,2,0,5,8
FBgn0082947,0,0,2,0
FBgn0039944,9,4,45,31
FBgn0083123,64,45,174,181
FBgn0001313,0,0,0,0
FBgn0083057,621,265,1860,2186
FBgn0037997,0,0,0,0
FBgn0083003,16,4,157,128
FBgn0039977,69,43,179,156
FBgn0082963,60,34,210,214
FBgn0083053,11,7,48,33
FBgn0082931,0,0,4,4
FBgn0082943,0,0,1,0
FBgn0058354,1,4,29,14
FBgn0083040,52,38,294,295
FBgn0082949,0,0,0,0
FBgn0082928,0,0,0,0
FBgn0046323,0,0,0,0
FBgn0082973,8,5,40,16
FBgn0051514,12,5,38,72
FBgn0083045,25,3,21,11
FBgn0058461,0,0,2,0
FBgn0082923,4,0,17,11
FBgn0058469,15,8,28,7
FBgn0082994,4,6,43,69
FBgn0083029,1,0,2,2
FBgn0082951,0,2,6,0
FBgn0082979,59,24,236,142
FBgn0082969,8,0,50,69
FBgn0058068,6,1,6,11
FBgn0039945,0,0,0,0
FBgn0082932,0,0,0,0
FBgn0040682,3,2,12,11
FBgn0082976,12,7,34,24
FBgn0082978,25,15,74,54
FBgn0082926,0,0,0,1
FBgn0024804,385,248,1073,915
FBgn0083001,258,105,582,649
FBgn0063368,18,5,56,47
FBgn0069923,14,12,97,82
FBgn0083014,115,88,587,753
FBgn0082940,0,0,4,0
FBgn0083016,11,6,17,19
FBgn0058064,0,0,0,0
FBgn0032914,0,0,3,11
FBgn0083008,10,2,37,40
FBgn0083044,0,0,8,8
FBgn0083050,25,17,194,145
FBgn0083033,0,0,1,0
FBgn0083039,26,6,157,83
FBgn0082988,50,19,164,201
FBgn0082975,1,0,23,12
FBgn0083032,0,0,0,0
FBgn0082919,1,0,2,0
FBgn0083012,8,0,32,18
FBgn0260469,0,0,2,1
FBgn0083055,0,0,4,4
FBgn0083046,49,24,52,35
FBgn0082989,4,8,6,4
FBgn0082929,0,0,2,4
FBgn0082972,13,4,40,46
FBgn0082937,2,1,3,3
FBgn0082941,0,0,0,4
FBgn0082983,18,12,76,50
FBgn0082950,0,0,0,1
FBgn0083000,19,9,27,20
FBgn0040020,48,37,97,119
FBgn0083013,198,73,748,697
FBgn0040531,7,6,6,6
FBgn0083028,4,2,7,4
FBgn0082995,9,1,54,48
FBgn0083023,1,0,22,17
FBgn0082946,0,0,1,0
FBgn0058263,518,322,1479,1237
FBgn0083120,8,3,11,3
FBgn0083026,0,0,0,0
FBgn0082922,0,0,0,0
FBgn0082981,0,0,5,2
FBgn0083058,74,27,321,316
FBgn0082939,0,0,2,0
FBgn0083004,71,29,234,267
FBgn0046698,0,0,0,0
FBgn0040565,0,0,0,2
FBgn0063298,0,0,2,0
FBgn0058441,0,0,0,0
FBgn0040973,13,4,20,25
FBgn0082957,46,14,228,215
FBgn0083011,8,0,13,4
FBgn0083020,8,0,6,4
FBgn0082958,31,8,101,99
FBgn0082938,0,0,0,0
FBgn0039993,130,95,453,442
FBgn0083049,12,4,51,45
FBgn0033145,0,0,0,0
FBgn0082934,0,0,0,0
FBgn0083042,2,3,21,9
FBgn0082952,0,0,5,6
FBgn0083037,0,0,0,0
FBgn0082986,92,32,227,179
FBgn0082971,7,4,37,48
FBgn0032631,0,0,0,0
FBgn0046697,0,0,0,0
FBgn0082945,0,0,3,2
FBgn0082948,0,0,0,0
FBgn0082930,0,0,0,6
FBgn0082925,2,2,5,5
FBgn0083027,78,29,431,395
FBgn0082942,0,0,5,5
FBgn0083025,0,0,7,3
FBgn0083005,41,28,198,199
FBgn0061188,0,0,0,2
FBgn0083035,0,1,0,0
FBgn0082935,0,0,0,0
FBgn0083054,11,8,93,64
FBgn0083006,0,2,10,4
FBgn0082998,0,0,2,1
FBgn0083021,0,0,0,0
FBgn0083030,2,0,3,3
FBgn0069969,247,91,620,626
FBgn0083047,32,9,111,57
FBgn0082959,44,28,164,160
FBgn0083007,21,9,102,82
FBgn0082954,18,4,41,25
FBgn0058100,0,0,5,2
FBgn0083038,3,0,4,0
FBgn0020660,7,1,53,11
FBgn0083024,0,0,6,0
FBgn0082980,34,8,36,25
FBgn0082962,3,6,13,10
FBgn0085188,60,36,164,134
FBgn0085190,12,4,11,10
FBgn0085191,0,0,0,0
FBgn0085192,4,2,10,8
FBgn0085193,0,0,0,0
FBgn0085194,19,8,36,32
FBgn0085195,705,795,546,451
FBgn0085196,16,2,20,8
FBgn0085197,0,0,0,0
FBgn0085198,0,0,1,0
FBgn0085199,0,0,0,0
FBgn0085200,9,8,37,16
FBgn0085201,10,4,58,17
FBgn0085202,0,0,0,0
FBgn0085203,2,0,12,20
FBgn0085204,0,0,0,0
FBgn0085205,0,0,0,0
FBgn0085206,0,0,0,0
FBgn0085207,0,0,0,0
FBgn0085208,0,0,0,0
FBgn0085209,10,4,29,21
FBgn0085210,6,0,0,10
FBgn0085211,0,0,0,0
FBgn0085212,12,2,39,21
FBgn0085213,0,0,0,10
FBgn0085214,0,0,0,0
FBgn0085217,29,10,72,46
FBgn0085218,28,16,42,59
FBgn0085219,2,1,3,9
FBgn0085220,12,20,43,22
FBgn0085222,6,3,5,19
FBgn0085223,0,0,2,0
FBgn0085224,14,2,24,16
FBgn0085225,0,0,0,0
FBgn0085227,0,0,0,0
FBgn0085228,0,0,0,0
FBgn0085229,11,4,78,42
FBgn0085230,8,0,0,0
FBgn0085231,0,0,2,0
FBgn0085232,2,0,6,6
FBgn0085233,0,0,0,0
FBgn0085234,0,0,4,0
FBgn0085235,2,2,7,6
FBgn0085236,6,0,1,3
FBgn0085237,0,0,1,16
FBgn0085239,0,0,0,0
FBgn0085240,0,0,0,0
FBgn0085241,0,2,2,2
FBgn0085242,4,4,6,15
FBgn0085243,6,6,12,14
FBgn0085244,73,62,132,135
FBgn0085245,4,0,4,7
FBgn0085246,0,2,2,6
FBgn0085248,10,4,17,19
FBgn0085249,20,6,35,26
FBgn0085250,0,5,8,6
FBgn0085252,0,0,0,0
FBgn0085253,0,0,0,0
FBgn0085254,0,0,0,0
FBgn0085256,55,98,143,54
FBgn0085257,8,4,69,44
FBgn0085259,0,0,2,0
FBgn0085260,1,0,2,6
FBgn0085261,6,8,74,71
FBgn0085263,0,0,0,0
FBgn0085264,0,0,0,0
FBgn0085265,0,0,0,0
FBgn0085267,0,0,2,0
FBgn0085271,4,5,37,26
FBgn0085273,0,0,0,2
FBgn0085274,10,8,19,23
FBgn0085276,4,0,91,56
FBgn0085277,0,0,0,0
FBgn0085279,10,0,34,24
FBgn0085280,0,4,16,4
FBgn0085282,2,0,12,16
FBgn0085283,0,1,8,6
FBgn0085284,0,0,4,0
FBgn0085285,21,6,118,87
FBgn0085287,8,2,5,6
FBgn0085288,0,0,0,0
FBgn0085289,0,2,17,6
FBgn0085290,4,0,10,6
FBgn0085291,2,0,0,7
FBgn0085292,0,0,0,0
FBgn0085294,6,4,12,8
FBgn0085295,2,2,2,2
FBgn0085296,1,1,3,4
FBgn0085297,4,0,10,8
FBgn0085298,12,10,38,13
FBgn0085300,0,0,0,0
FBgn0085302,10,2,30,29
FBgn0085303,0,0,0,0
FBgn0085305,6,7,12,11
FBgn0085306,0,0,0,0
FBgn0085307,2,2,2,0
FBgn0085308,0,0,0,0
FBgn0085309,0,0,0,0
FBgn0085310,0,0,0,0
FBgn0085311,0,0,0,0
FBgn0085312,6,2,4,4
FBgn0085313,0,0,0,0
FBgn0085314,4,0,4,9
FBgn0085315,0,0,2,0
FBgn0085316,2,0,4,6
FBgn0085317,0,2,2,0
FBgn0085318,0,0,0,5
FBgn0085319,0,0,0,2
FBgn0085320,0,0,0,0
FBgn0085321,0,0,8,4
FBgn0085322,9,6,22,26
FBgn0085324,0,0,0,0
FBgn0085325,0,0,0,0
FBgn0085326,0,2,0,0
FBgn0085327,0,0,0,0
FBgn0085328,0,0,0,0
FBgn0085329,5,10,22,33
FBgn0085330,10,6,9,13
FBgn0085331,0,0,6,6
FBgn0085332,4,10,6,8
FBgn0085334,10,4,6,7
FBgn0085336,0,0,0,0
FBgn0085337,0,0,6,2
FBgn0085339,10,2,12,12
FBgn0085340,0,0,0,0
FBgn0085341,0,0,0,0
FBgn0085342,0,0,0,0
FBgn0085343,0,0,0,0
FBgn0085344,0,0,0,0
FBgn0085345,2,0,0,2
FBgn0085346,0,0,0,0
FBgn0085349,0,0,1,0
FBgn0085350,46,22,112,62
FBgn0085351,2,0,29,6
FBgn0085352,0,0,0,0
FBgn0085353,2,2,6,4
FBgn0085354,71,35,143,152
FBgn0085356,29,28,4,0
FBgn0085357,35,23,85,48
FBgn0085358,0,0,0,0
FBgn0085359,65,48,121,88
FBgn0085360,92,67,208,248
FBgn0085361,0,0,0,0
FBgn0085362,6,4,11,8
FBgn0085366,0,0,0,2
FBgn0085367,0,0,0,0
FBgn0085369,153,74,231,136
FBgn0085370,943,468,1761,1477
FBgn0085371,6,2,15,20
FBgn0085374,0,0,0,2
FBgn0085376,356,169,623,523
FBgn0085377,36,37,135,124
FBgn0085380,212,106,402,282
FBgn0085382,316,220,956,630
FBgn0085383,272,116,628,508
FBgn0085384,448,268,1282,885
FBgn0085385,342,212,1161,830
FBgn0085386,548,298,1086,853
FBgn0085387,997,537,2909,2136
FBgn0085390,503,303,1365,812
FBgn0085391,829,487,1982,1377
FBgn0085395,247,118,540,467
FBgn0085396,14,14,20,12
FBgn0085397,120,58,305,220
FBgn0085398,0,0,2,0
FBgn0085399,286,221,587,459
FBgn0085400,605,252,1121,847
FBgn0085404,8,6,28,16
FBgn0085405,344,245,1036,620
FBgn0085408,316,206,786,531
FBgn0085409,457,242,1033,758
FBgn0085410,98,50,231,164
FBgn0085411,12,4,15,13
FBgn0085412,1992,956,3952,3341
FBgn0085413,1318,742,3118,2302
FBgn0085414,724,428,1991,1491
FBgn0085415,2,2,8,2
FBgn0085417,24,41,115,70
FBgn0085419,466,218,867,642
FBgn0085420,122,60,340,223
FBgn0085421,1158,649,2513,1969
FBgn0085422,110,78,301,193
FBgn0085423,1246,794,2833,2063
FBgn0085424,36,20,34,46
FBgn0085425,96,39,135,80
FBgn0085426,170,96,477,285
FBgn0085427,700,375,1399,997
FBgn0085428,18,16,55,57
FBgn0085430,2182,1148,4750,3673
FBgn0085431,12,14,64,65
FBgn0085432,2543,1323,7160,5832
FBgn0085433,242,119,464,411
FBgn0085434,5676,3006,10674,8853
FBgn0085436,4024,2480,8251,6589
FBgn0085437,1046,531,1598,1331
FBgn0085438,4,10,32,48
FBgn0085440,19,12,46,31
FBgn0085442,730,541,1920,1241
FBgn0085443,895,539,1848,1551
FBgn0085444,162,81,380,267
FBgn0085446,4942,2305,6991,4786
FBgn0085447,1947,1067,4741,3237
FBgn0085450,941,457,2072,1472
FBgn0085451,788,549,1659,1356
FBgn0085452,0,1,4,3
FBgn0085453,78,74,174,214
FBgn0085454,18,6,23,13
FBgn0085455,0,0,0,0
FBgn0085456,0,0,0,0
FBgn0085457,0,0,0,0
FBgn0085458,0,0,0,0
FBgn0085459,8,8,19,26
FBgn0085460,15,18,67,31
FBgn0085461,0,0,0,0
FBgn0085462,0,0,0,0
FBgn0085464,0,0,0,0
FBgn0085465,0,0,0,0
FBgn0085466,0,0,4,7
FBgn0085468,7,4,28,23
FBgn0085470,0,0,0,0
FBgn0085471,0,0,0,0
FBgn0085472,0,0,0,0
FBgn0085473,0,0,0,0
FBgn0085474,0,0,6,2
FBgn0085475,4,4,2,0
FBgn0085476,0,0,2,0
FBgn0085477,0,0,0,0
FBgn0085478,848,504,1950,1443
FBgn0085479,10,30,50,49
FBgn0085480,0,2,0,1
FBgn0085481,2,0,2,0
FBgn0085482,6,8,21,23
FBgn0085483,10,14,42,21
FBgn0085484,82,53,210,186
FBgn0085485,0,2,2,0
FBgn0085486,1,0,4,2
FBgn0085487,0,2,0,2
FBgn0085488,8,2,16,6
FBgn0085489,0,2,6,2
FBgn0085491,0,0,0,0
FBgn0085494,0,0,0,0
FBgn0085500,0,0,0,0
FBgn0085505,0,0,0,0
FBgn0085506,0,0,0,0
