Geneid,CHD1male1,CHD1male2,OREmale1,OREmale2
FBgn0259731,0,0,0,0
FBgn0259732,0,0,0,0
FBgn0259733,0,0,0,0
FBgn0259734,736,311,1176,1039
FBgn0259735,2813,1033,4894,3992
FBgn0259736,1145,503,2154,1854
FBgn0259737,10,11,12,4
FBgn0259738,151,91,245,228
FBgn0259739,32,6,46,43
FBgn0259740,58,20,62,55
FBgn0259741,36,12,71,40
FBgn0259742,81,32,186,180
FBgn0259745,1006,414,1905,1766
FBgn0259748,0,0,0,0
FBgn0259749,407,170,916,748
FBgn0259785,648,248,1220,982
FBgn0259789,584,211,1420,1245
FBgn0259791,0,0,0,0
FBgn0259794,110,35,137,114
FBgn0259795,4,0,4,4
FBgn0259817,0,0,0,0
FBgn0259818,339,109,674,548
FBgn0259821,1024,376,1457,1329
FBgn0259823,1123,407,1991,1682
FBgn0259824,693,288,1003,876
FBgn0259831,2,2,8,10
FBgn0259832,14,2,25,13
FBgn0259834,176,65,566,486
FBgn0259837,0,0,0,0
FBgn0259838,2,0,0,0
FBgn0259839,2,0,0,0
FBgn0259840,3,0,0,0
FBgn0259841,2,0,0,0
FBgn0259842,0,0,0,0
FBgn0259843,1,0,0,0
FBgn0259845,0,0,0,0
FBgn0259846,3,0,0,2
FBgn0259847,6,0,0,0
FBgn0259848,0,0,0,0
FBgn0259849,0,0,0,1
FBgn0259850,0,0,0,0
FBgn0259851,0,0,0,0
FBgn0259852,1,0,0,0
FBgn0259853,1,0,1,0
FBgn0259855,0,0,0,0
FBgn0259856,5,1,1,0
FBgn0259857,1,3,0,0
FBgn0259858,0,0,0,0
FBgn0259859,0,0,0,0
FBgn0259860,0,0,0,0
FBgn0259861,10,0,3,0
FBgn0259862,0,0,0,0
FBgn0259863,1,2,0,0
FBgn0259864,5,0,0,2
FBgn0259869,0,0,0,0
FBgn0259870,8,1,2,0
FBgn0259875,4,2,0,0
FBgn0259876,239,107,377,329
FBgn0259878,205,102,270,250
FBgn0259896,28,8,120,82
FBgn0259916,34,18,33,40
FBgn0259917,0,0,0,0
FBgn0259918,598,300,2534,2238
FBgn0259922,0,0,0,0
FBgn0259923,571,234,1043,783
FBgn0259926,26,10,63,43
FBgn0259927,3996,1445,7197,6138
FBgn0259932,0,0,0,0
FBgn0259933,0,0,0,0
FBgn0259935,334,145,442,369
FBgn0259936,29,23,31,47
FBgn0259937,96,51,274,228
FBgn0259938,1191,561,3494,3069
FBgn0259949,0,0,0,0
FBgn0259950,0,0,0,0
FBgn0259951,2,0,6,16
FBgn0259952,3,0,6,7
FBgn0259953,12,0,16,14
FBgn0259954,0,0,2,2
FBgn0259955,0,0,2,0
FBgn0259956,0,0,0,0
FBgn0259957,0,0,1,2
FBgn0259958,2,0,0,0
FBgn0259959,0,0,0,0
FBgn0259960,0,0,0,0
FBgn0259961,0,0,0,0
FBgn0259962,0,0,0,0
FBgn0259963,15,2,21,14
FBgn0259964,26,8,25,18
FBgn0259965,0,0,0,0
FBgn0259966,0,4,0,2
FBgn0259967,0,0,2,0
FBgn0259968,0,0,0,0
FBgn0259969,6,0,12,6
FBgn0259970,0,0,0,0
FBgn0259971,2,0,0,0
FBgn0259972,0,0,0,0
FBgn0259973,0,0,2,2
FBgn0259974,2,0,0,0
FBgn0259975,8,2,0,0
FBgn0259977,148,47,198,159
FBgn0259978,400,170,764,680
FBgn0259982,14,11,19,19
FBgn0259984,940,395,1444,1200
FBgn0259985,536,294,1337,1364
FBgn0259986,2,0,5,4
FBgn0259989,1,0,1,0
FBgn0259990,0,0,0,0
FBgn0259991,0,0,0,0
FBgn0259992,20,7,40,26
FBgn0259993,70,19,121,103
FBgn0259994,4742,2053,8595,7828
FBgn0259996,2,0,0,0
FBgn0259998,2,0,0,1
FBgn0260000,1,0,0,2
FBgn0260002,0,0,0,2
FBgn0260003,5099,1905,7381,6246
FBgn0260004,214,90,373,379
FBgn0260005,1332,627,2358,2011
FBgn0260006,111,54,252,195
FBgn0260007,22,10,29,29
FBgn0260008,77,46,130,146
FBgn0260011,61,21,119,113
FBgn0260012,565,229,1235,1042
FBgn0260026,8,4,65,18
FBgn0260027,12,6,13,22
FBgn0260049,341,120,526,429
FBgn0260222,0,0,0,0
FBgn0260223,0,0,0,0
FBgn0260224,0,0,0,0
FBgn0260225,0,0,0,0
FBgn0260226,0,0,0,0
FBgn0260228,0,0,0,0
FBgn0260229,0,0,0,0
FBgn0260230,0,0,0,0
FBgn0260231,0,0,0,0
FBgn0260233,0,0,0,0
FBgn0260234,0,0,0,0
FBgn0260237,0,0,0,0
FBgn0260238,0,0,0,0
FBgn0260243,159,66,166,164
FBgn0260386,68,28,80,54
FBgn0260388,299,110,490,369
FBgn0260390,0,0,0,0
FBgn0260392,0,0,0,0
FBgn0260393,0,0,2,0
FBgn0260396,0,0,0,0
FBgn0260397,179,52,292,256
FBgn0260398,0,0,0,0
FBgn0260399,2,2,14,4
FBgn0260400,1967,750,3966,3727
FBgn0260401,0,0,0,0
FBgn0260407,36,14,56,54
FBgn0260428,56,31,147,107
FBgn0260429,289,110,440,411
FBgn0260430,0,0,4,0
FBgn0260431,4,6,17,10
FBgn0260434,0,1,0,1
FBgn0260435,0,0,0,0
FBgn0260436,0,0,0,0
FBgn0260437,0,0,2,0
FBgn0260486,1729,786,3405,3044
FBgn0260487,62,30,126,107
FBgn0260499,4561,2004,7655,7405
FBgn0260632,537,253,1579,1357
FBgn0260634,2567,921,5517,4677
FBgn0260635,1394,479,3767,3392
FBgn0260639,82,48,192,189
FBgn0260642,4,10,28,15
FBgn0260643,0,0,0,0
FBgn0260644,1,0,0,0
FBgn0260645,0,0,0,0
FBgn0260646,0,0,1,1
FBgn0260648,15,4,30,13
FBgn0260653,97,49,116,130
FBgn0260655,444,158,642,578
FBgn0260657,4796,1943,8200,7297
FBgn0260658,2104,802,3716,3170
FBgn0260659,389,166,649,537
FBgn0260660,1297,497,1958,1612
FBgn0260713,8,0,0,2
FBgn0260718,2,0,2,2
FBgn0260719,0,0,0,0
FBgn0260720,13,4,10,6
FBgn0260721,0,0,0,0
FBgn0260722,271,99,487,419
FBgn0260741,89,37,134,127
FBgn0260742,359,135,465,442
FBgn0260743,199,96,407,400
FBgn0260744,523,228,781,674
FBgn0260745,1902,687,3085,2470
FBgn0260746,558,250,608,571
FBgn0260747,1196,469,2083,1943
FBgn0260748,600,204,1113,1017
FBgn0260749,501,210,711,717
FBgn0260750,53,18,95,96
FBgn0260753,550,194,1144,998
FBgn0260755,62,18,64,50
FBgn0260756,60,15,151,107
FBgn0260758,34,14,58,57
FBgn0260759,0,0,0,0
FBgn0260760,0,0,0,0
FBgn0260761,0,0,0,0
FBgn0260762,0,0,0,0
FBgn0260763,27,4,26,26
FBgn0260764,11,10,20,24
FBgn0260766,10,0,22,23
FBgn0260767,0,0,0,0
FBgn0260768,15,2,20,25
FBgn0260770,0,0,0,0
FBgn0260771,64,28,113,75
FBgn0260775,0,0,0,0
FBgn0260776,2,2,6,8
FBgn0260777,0,0,0,0
FBgn0260779,109,42,148,135
FBgn0260780,13,2,36,20
FBgn0260789,339,125,578,504
FBgn0260793,1464,551,3669,3331
FBgn0260794,5842,2120,9781,8291
FBgn0260795,2033,940,3350,3175
FBgn0260798,639,284,894,974
FBgn0260799,1020,450,1523,1568
FBgn0260812,21,12,59,51
FBgn0260817,165,63,257,218
FBgn0260855,348,130,668,574
FBgn0260856,21,8,36,46
FBgn0260857,34,17,59,58
FBgn0260858,125,60,282,192
FBgn0260859,5,5,23,29
FBgn0260860,42,8,85,67
FBgn0260861,41,28,61,73
FBgn0260862,56,40,116,102
FBgn0260866,856,383,2094,1866
FBgn0260867,0,0,2,0
FBgn0260868,0,0,6,2
FBgn0260869,0,0,0,0
FBgn0260870,2,0,0,0
FBgn0260871,0,0,0,0
FBgn0260873,0,0,2,0
FBgn0260874,42,28,219,153
FBgn0260932,6,2,2,0
FBgn0260933,86,29,153,166
FBgn0260934,6579,2628,10535,9083
FBgn0260935,441,170,644,547
FBgn0260936,998,339,1538,1158
FBgn0260938,2627,945,4636,3764
FBgn0260940,37,17,59,88
FBgn0260941,2256,785,4037,3447
FBgn0260942,122,74,318,212
FBgn0260943,6114,2354,9031,9093
FBgn0260944,440,184,574,537
FBgn0260945,1247,477,2399,2031
FBgn0260953,0,0,0,0
FBgn0260954,2,0,0,0
FBgn0260955,2,0,0,0
FBgn0260959,194,77,305,200
FBgn0260960,874,377,1615,1453
FBgn0260962,312,147,757,524
FBgn0260964,1706,589,3747,3329
FBgn0260965,375,137,877,839
FBgn0260967,10,0,4,8
FBgn0260968,9,4,4,3
FBgn0260969,0,0,0,0
FBgn0260970,2561,1091,4377,3662
FBgn0260971,418,182,758,583
FBgn0260972,603,189,1185,930
FBgn0260985,45,19,62,35
FBgn0260986,2,1,8,1
FBgn0260987,800,324,1210,1164
FBgn0260990,999,378,1802,1422
FBgn0260991,9,6,8,12
FBgn0260995,241,114,450,374
FBgn0260996,0,0,0,0
FBgn0260997,2,0,4,2
FBgn0261004,40,8,65,59
FBgn0261006,0,0,0,0
FBgn0261015,92,34,205,157
FBgn0261016,133,42,222,231
FBgn0261019,0,0,0,0
FBgn0261020,90,38,155,136
FBgn0261041,2810,1009,4060,3531
FBgn0261046,1848,570,2652,2091
FBgn0261049,180,77,291,237
FBgn0261053,315,111,420,360
FBgn0261054,4,2,2,6
FBgn0261055,2,0,0,0
FBgn0261057,0,0,0,0
FBgn0261058,0,0,0,2
FBgn0261059,4,6,10,6
FBgn0261060,0,0,0,0
FBgn0261061,0,0,0,0
FBgn0261064,136,55,149,137
FBgn0261065,68,28,72,81
FBgn0261067,28,22,56,68
FBgn0261068,12,15,26,18
FBgn0261085,550,271,901,682
FBgn0261086,430,156,657,574
FBgn0261089,452,189,718,689
FBgn0261090,324,121,517,515
FBgn0261108,464,179,651,510
FBgn0261109,62,20,68,68
FBgn0261111,64,11,124,98
FBgn0261112,151,46,257,195
FBgn0261113,3715,1312,6250,5417
FBgn0261119,124,62,209,186
FBgn0261238,1968,666,3406,2737
FBgn0261239,491,198,761,702
FBgn0261243,710,308,1267,1026
FBgn0261244,1456,494,2267,1821
FBgn0261245,0,2,8,20
FBgn0261258,911,399,1556,1400
FBgn0261260,7630,3210,13403,10530
FBgn0261261,2201,943,4333,3508
FBgn0261262,2645,1088,3560,3348
FBgn0261266,0,0,0,2
FBgn0261267,22,10,28,22
FBgn0261268,651,283,974,882
FBgn0261269,28,12,37,27
FBgn0261270,110,36,259,164
FBgn0261274,185,80,326,248
FBgn0261276,1098,394,1570,1371
FBgn0261277,42,16,35,36
FBgn0261278,329,156,678,535
FBgn0261279,743,259,1301,1094
FBgn0261283,3544,1334,4733,3940
FBgn0261284,46,18,59,71
FBgn0261285,878,312,1492,1431
FBgn0261286,57,50,201,156
FBgn0261287,183,56,167,163
FBgn0261289,4,0,8,4
FBgn0261290,0,0,0,0
FBgn0261291,0,0,0,0
FBgn0261292,14,4,1,1
FBgn0261293,21,0,0,2
FBgn0261294,10,2,24,14
FBgn0261341,274,83,195,130
FBgn0261349,4,2,21,22
FBgn0261353,0,0,0,0
FBgn0261356,0,6,2,3
FBgn0261357,0,0,0,0
FBgn0261358,0,0,0,0
FBgn0261360,0,1,2,0
FBgn0261361,10,1,6,4
FBgn0261363,8,4,12,13
FBgn0261373,12,13,23,32
FBgn0261380,84,46,161,142
FBgn0261381,0,0,0,0
FBgn0261385,67,24,89,60
FBgn0261386,4,0,4,2
FBgn0261387,810,267,1400,1244
FBgn0261393,122,33,106,112
FBgn0261394,215,82,289,238
FBgn0261395,6,10,7,5
FBgn0261396,322,133,502,491
FBgn0261397,1786,730,3009,2521
FBgn0261399,0,0,0,0
FBgn0261401,0,0,8,0
FBgn0261402,12,6,20,21
FBgn0261403,1210,536,1738,1637
FBgn0261429,5,4,8,8
FBgn0261434,4,4,12,6
FBgn0261436,282,104,365,313
FBgn0261437,14,10,66,68
FBgn0261439,2346,964,4135,3397
FBgn0261444,3523,1264,6155,4949
FBgn0261445,464,160,630,512
FBgn0261446,6,2,3,10
FBgn0261452,5,10,6,6
FBgn0261453,0,10,5,2
FBgn0261454,13,30,12,16
FBgn0261455,0,0,0,0
FBgn0261456,265,123,384,340
FBgn0261458,1075,387,1718,1558
FBgn0261461,942,389,1748,1463
FBgn0261477,643,248,1232,1137
FBgn0261479,78,18,112,120
FBgn0261501,6,0,16,6
FBgn0261502,0,0,0,0
FBgn0261503,8,8,12,12
FBgn0261504,14278,3796,26862,17938
FBgn0261505,7,3,8,6
FBgn0261506,16,0,24,10
FBgn0261507,6,6,10,4
FBgn0261508,9,0,2,6
FBgn0261509,527,155,848,688
FBgn0261514,14,2,8,9
FBgn0261522,0,0,0,0
FBgn0261523,0,0,0,4
FBgn0261524,244,92,421,315
FBgn0261526,4,2,4,0
FBgn0261529,2,0,0,0
FBgn0261530,118,60,257,203
FBgn0261531,0,0,0,0
FBgn0261532,924,339,1714,1482
FBgn0261534,0,0,0,0
FBgn0261535,66,14,98,69
FBgn0261536,0,0,0,0
FBgn0261537,0,0,0,0
FBgn0261538,0,0,0,0
FBgn0261545,431,198,544,542
FBgn0261547,2025,1002,4650,3948
FBgn0261549,7051,3340,15966,14815
FBgn0261550,1415,525,2928,2422
FBgn0261552,10715,4594,19134,18291
FBgn0261553,2490,828,4196,3542
FBgn0261554,1361,506,1961,1573
FBgn0261555,709,217,1015,1001
FBgn0261556,1869,589,3530,2880
FBgn0261560,1170,372,1851,1635
FBgn0261561,113,39,162,168
FBgn0261562,106,34,134,87
FBgn0261563,846,214,957,755
FBgn0261564,1036,432,1301,1231
FBgn0261565,1835,739,3604,3176
FBgn0261566,0,0,0,0
FBgn0261567,0,0,0,2
FBgn0261568,0,0,2,0
FBgn0261570,1462,599,2979,2439
FBgn0261571,2,0,0,0
FBgn0261573,772,270,1678,1441
FBgn0261574,3223,1112,5564,4986
FBgn0261575,371,86,52,39
FBgn0261580,0,0,0,0
FBgn0261581,2,0,0,0
FBgn0261582,0,0,0,0
FBgn0261583,0,0,0,0
FBgn0261584,35,8,1,8
FBgn0261586,0,0,0,0
FBgn0261587,0,0,4,2
FBgn0261588,1757,511,2252,2043
FBgn0261592,3439,1340,6032,5767
FBgn0261596,2177,927,4048,3598
FBgn0261597,2442,1024,4418,4197
FBgn0261599,1610,884,3494,3312
FBgn0261602,5600,1903,10332,8552
FBgn0261608,938,418,1613,1847
FBgn0261609,304,114,510,412
FBgn0261610,323,143,670,604
FBgn0261611,205,62,326,271
FBgn0261612,74,21,104,106
FBgn0261614,0,0,0,0
FBgn0261615,0,0,0,0
FBgn0261616,0,0,0,0
FBgn0261617,5863,2162,8971,7583
FBgn0261618,6417,2481,10733,8708
FBgn0261624,22,2,55,59
FBgn0261625,514,163,1060,941
FBgn0261627,0,2,0,0
FBgn0261628,10,2,29,32
FBgn0261630,1,0,0,0
FBgn0261631,0,0,0,0
FBgn0261632,4,0,0,2
FBgn0261633,0,0,2,2
FBgn0261634,0,0,0,0
FBgn0261635,0,0,0,0
FBgn0261636,2,2,13,8
FBgn0261638,8,0,5,2
FBgn0261639,0,0,0,0
FBgn0261640,0,0,0,0
FBgn0261641,1346,441,1906,1734
FBgn0261647,720,234,1280,1150
FBgn0261648,227,82,296,290
FBgn0261649,1313,510,2431,2133
FBgn0261671,5965,2052,9291,7702
FBgn0261673,205,84,298,247
FBgn0261674,332,129,555,622
FBgn0261675,2,0,2,6
FBgn0261679,0,0,0,0
FBgn0261680,0,0,0,0
FBgn0261681,0,0,1,2
FBgn0261682,0,0,2,0
FBgn0261683,0,0,0,0
FBgn0261686,13,8,19,21
FBgn0261697,0,0,0,0
FBgn0261698,2392,873,4226,3620
FBgn0261700,0,0,2,0
FBgn0261702,0,0,0,0
FBgn0261703,521,233,835,735
FBgn0261704,0,0,0,0
FBgn0261705,43,21,60,40
FBgn0261706,0,1,0,0
FBgn0261707,0,0,0,0
FBgn0261709,36,14,65,50
FBgn0261710,5073,1786,8300,6872
FBgn0261714,1888,814,3334,2692
FBgn0261722,1095,461,1607,1487
FBgn0261723,38,14,89,77
FBgn0261786,216,78,448,312
FBgn0261787,730,210,1199,981
FBgn0261788,17599,6167,44717,38284
FBgn0261789,57,36,124,102
FBgn0261790,34,38,52,28
FBgn0261791,49,20,68,94
FBgn0261792,54,18,80,50
FBgn0261793,2000,761,2814,2467
FBgn0261794,3732,1505,5936,4970
FBgn0261797,7863,3007,12557,10599
FBgn0261799,28,20,62,47
FBgn0261800,273,122,400,391
FBgn0261801,51,30,76,66
FBgn0261802,3204,1125,4704,4107
FBgn0261803,1,0,2,4
FBgn0261804,1216,444,2159,1890
FBgn0261805,60,28,95,100
FBgn0261806,0,0,0,0
FBgn0261807,0,0,0,0
FBgn0261808,345,144,1016,944
FBgn0261811,1904,676,3672,2987
FBgn0261813,0,0,0,0
FBgn0261814,0,0,4,0
FBgn0261816,0,0,0,0
FBgn0261817,4,0,10,10
FBgn0261822,3220,1291,5009,4883
FBgn0261823,1516,560,2453,1944
FBgn0261830,18,4,12,33
FBgn0261831,26,6,23,32
FBgn0261832,2,3,3,7
FBgn0261833,6,8,25,44
FBgn0261834,2,0,9,16
FBgn0261835,0,2,4,4
FBgn0261836,65500,23414,99402,84615
FBgn0261837,0,0,0,0
FBgn0261838,0,0,0,0
FBgn0261839,0,0,0,0
FBgn0261840,0,0,0,0
FBgn0261841,0,0,0,0
FBgn0261842,0,0,0,0
FBgn0261843,0,0,0,0
FBgn0261844,0,0,0,0
FBgn0261845,0,0,0,0
FBgn0261847,3,2,0,4
FBgn0261848,7,0,0,0
FBgn0261849,0,0,0,0
FBgn0261850,102,27,129,152
FBgn0261853,0,0,0,0
FBgn0261854,2206,814,3430,2802
FBgn0261856,0,0,0,1
FBgn0261857,2,0,6,0
FBgn0261858,4,7,19,8
FBgn0261859,2434,827,4105,3241
FBgn0261860,6,0,0,0
FBgn0261861,2,2,0,0
FBgn0261862,1856,801,3203,2624
FBgn0261871,175,65,269,212
FBgn0261872,714,278,1013,907
FBgn0261873,3957,1514,9235,7571
FBgn0261881,20,18,48,22
FBgn0261885,5189,1818,9531,7635
FBgn0261924,0,0,0,0
FBgn0261925,0,0,0,0
FBgn0261927,3,0,0,2
FBgn0261928,5875,2201,11931,9799
FBgn0261929,343,142,753,644
FBgn0261930,62,22,114,116
FBgn0261931,876,311,1566,1390
FBgn0261932,0,0,0,0
FBgn0261933,20,6,48,40
FBgn0261934,3248,1126,5228,4652
FBgn0261938,407,179,863,777
FBgn0261952,4,0,3,2
FBgn0261953,175,68,258,230
FBgn0261954,4083,1699,6877,5763
FBgn0261955,2552,1147,4551,3605
FBgn0261963,64,33,137,119
FBgn0261973,0,0,0,0
FBgn0261974,0,0,0,0
FBgn0261975,61,39,129,159
FBgn0261976,49,10,28,41
FBgn0261983,333,132,580,575
FBgn0261984,821,301,1320,1122
FBgn0261985,1565,486,2312,1796
FBgn0261986,379,143,581,622
FBgn0261987,2,0,6,4
FBgn0261988,1249,447,2083,1923
FBgn0261989,40,8,31,28
FBgn0261990,111,54,347,296
FBgn0261991,44,30,52,52
FBgn0261992,26,12,71,65
FBgn0261993,0,0,0,0
FBgn0261994,0,0,2,0
FBgn0261995,290,127,361,363
FBgn0261996,0,0,0,0
FBgn0261997,0,0,2,0
FBgn0261998,8,0,16,12
FBgn0261999,728,337,870,790
FBgn0262000,20,4,19,37
FBgn0262001,2,0,4,2
FBgn0262002,0,0,0,0
FBgn0262003,32,16,5,12
FBgn0262004,8,2,0,0
FBgn0262005,0,0,0,0
FBgn0262006,0,0,0,0
FBgn0262007,2,0,0,0
FBgn0262008,0,0,4,0
FBgn0262009,0,0,4,3
FBgn0262010,1,0,2,0
FBgn0262017,14,2,16,13
FBgn0262018,1107,460,1738,1559
FBgn0262020,6,0,0,2
FBgn0262021,0,0,0,0
FBgn0262022,1,0,0,2
FBgn0262023,0,0,0,0
FBgn0262024,0,0,0,0
FBgn0262025,0,0,0,0
FBgn0262026,0,0,0,0
FBgn0262027,0,0,0,0
FBgn0262028,0,0,0,0
FBgn0262029,54,26,44,36
FBgn0262030,0,0,0,0
FBgn0262031,0,0,0,0
FBgn0262033,73,23,30,40
FBgn0262035,212,105,187,192
FBgn0262036,0,0,0,0
FBgn0262057,444,155,732,596
FBgn0262081,1120,399,1876,1681
FBgn0262097,0,0,0,0
FBgn0262098,1,0,0,0
FBgn0262099,0,0,0,0
FBgn0262100,6,0,0,2
FBgn0262101,1,0,3,2
FBgn0262102,0,0,0,0
FBgn0262103,1180,547,2232,1762
FBgn0262104,2,1,2,0
FBgn0262105,2,0,8,2
FBgn0262106,0,2,10,16
FBgn0262107,5,0,15,12
FBgn0262108,10,3,27,19
FBgn0262109,29348,10139,44708,39851
FBgn0262111,67,11,108,104
FBgn0262112,32,6,51,50
FBgn0262114,1568,554,2376,1965
FBgn0262115,321,137,527,442
FBgn0262116,195,78,250,297
FBgn0262117,608,222,819,776
FBgn0262123,62,22,48,52
FBgn0262124,984,430,1692,1760
FBgn0262125,917,356,1563,1227
FBgn0262126,1060,374,1666,1450
FBgn0262127,745,334,1446,1336
FBgn0262139,196,71,376,349
FBgn0262140,10,2,16,6
FBgn0262141,4,6,7,8
FBgn0262142,0,0,0,0
FBgn0262143,0,0,2,0
FBgn0262144,0,0,0,0
FBgn0262146,11,3,21,18
FBgn0262148,28,3,20,17
FBgn0262149,11,2,10,10
FBgn0262150,0,0,21,26
FBgn0262160,7729,2777,11863,9913
FBgn0262163,0,0,4,0
FBgn0262166,98,26,161,114
FBgn0262167,176,78,365,324
FBgn0262169,281,116,418,366
FBgn0262170,54,10,49,44
FBgn0262351,24,2,24,22
FBgn0262352,0,0,0,0
FBgn0262353,20,9,27,15
FBgn0262354,0,0,0,0
FBgn0262355,0,0,0,0
FBgn0262356,0,0,0,0
FBgn0262357,8,2,14,9
FBgn0262358,40,0,42,31
FBgn0262359,2,0,2,4
FBgn0262360,0,2,0,0
FBgn0262361,0,0,0,0
FBgn0262362,0,0,0,0
FBgn0262363,0,0,0,0
FBgn0262364,33,10,55,47
FBgn0262365,0,0,2,2
FBgn0262366,43,20,54,60
FBgn0262467,114,40,185,185
FBgn0262473,1135,425,2106,1798
FBgn0262475,332,139,590,514
FBgn0262476,1879,772,3904,3397
FBgn0262477,647,222,1435,1445
FBgn0262478,22,6,51,60
FBgn0262479,0,0,0,0
FBgn0262480,0,0,1,0
FBgn0262481,6,0,7,12
FBgn0262482,37,4,51,50
FBgn0262483,4202,1351,7400,6425
FBgn0262484,21,8,8,17
FBgn0262485,0,0,0,0
FBgn0262486,0,0,0,0
FBgn0262487,0,0,0,2
FBgn0262508,6399,2690,11071,9175
FBgn0262509,2666,1146,4521,4476
FBgn0262510,0,0,1,0
FBgn0262512,269,88,389,383
FBgn0262513,6,2,2,9
FBgn0262514,0,0,2,0
FBgn0262515,1899,869,2894,2420
FBgn0262516,0,1,1,0
FBgn0262517,841,294,1270,1082
FBgn0262518,394,165,630,619
FBgn0262519,1464,636,2700,2279
FBgn0262524,15,12,16,9
FBgn0262527,1864,704,3188,2656
FBgn0262528,0,0,0,0
FBgn0262529,0,0,0,0
FBgn0262530,0,0,0,2
FBgn0262531,29,8,28,26
FBgn0262532,1,0,4,6
FBgn0262533,0,0,0,0
FBgn0262534,18,6,7,12
FBgn0262535,8,2,6,2
FBgn0262536,0,0,0,0
FBgn0262537,52,21,164,154
FBgn0262538,130,46,271,173
FBgn0262539,45,36,97,106
FBgn0262540,22,10,30,49
FBgn0262541,50,17,69,74
FBgn0262542,0,0,0,0
FBgn0262543,17,4,26,30
FBgn0262544,2,0,0,0
FBgn0262546,0,0,0,0
FBgn0262547,9,0,6,4
FBgn0262559,2383,779,4693,3763
FBgn0262560,30,10,56,48
FBgn0262562,1710,620,2503,2101
FBgn0262563,60,25,93,95
FBgn0262564,0,1,0,0
FBgn0262565,2,4,0,0
FBgn0262566,0,1,0,2
FBgn0262567,1,0,0,0
FBgn0262568,9,4,22,28
FBgn0262569,2,4,0,0
FBgn0262570,14,4,36,26
FBgn0262571,48,18,52,60
FBgn0262572,2,0,2,8
FBgn0262574,118,20,68,76
FBgn0262575,2,0,2,0
FBgn0262576,6,0,2,6
FBgn0262577,0,2,33,14
FBgn0262579,7623,2862,10191,8166
FBgn0262580,0,0,2,0
FBgn0262581,0,0,0,0
FBgn0262582,4482,1618,8195,7026
FBgn0262583,7,4,20,16
FBgn0262587,0,0,0,0
FBgn0262588,0,0,0,0
FBgn0262592,0,0,0,0
FBgn0262593,5051,1887,9488,8144
FBgn0262594,0,0,0,0
FBgn0262595,0,2,3,0
FBgn0262598,8,2,28,15
FBgn0262599,70,29,40,40
FBgn0262601,39,38,115,85
FBgn0262604,14,4,28,23
FBgn0262605,0,0,0,0
FBgn0262606,0,0,0,0
FBgn0262607,0,4,0,4
FBgn0262608,0,0,0,0
FBgn0262609,0,0,0,0
FBgn0262610,0,0,0,0
FBgn0262611,4,2,0,2
FBgn0262612,0,0,0,0
FBgn0262613,0,0,0,0
FBgn0262614,6139,2213,10332,8455
FBgn0262616,0,0,0,0
FBgn0262617,1673,592,3061,2435
FBgn0262619,30,8,56,35
FBgn0262620,0,0,2,2
FBgn0262621,0,0,0,4
FBgn0262622,0,0,0,2
FBgn0262623,2,0,0,0
FBgn0262624,4,2,21,22
FBgn0262631,16,12,30,30
FBgn0262636,1362,438,2061,1723
FBgn0262647,155,66,227,199
FBgn0262656,507,196,1216,1131
FBgn0262679,14,14,22,14
FBgn0262680,0,0,0,4
FBgn0262681,4,0,11,24
FBgn0262682,6,8,0,2
FBgn0262683,0,0,0,2
FBgn0262685,4,2,4,11
FBgn0262686,0,0,2,4
FBgn0262687,0,0,0,6
FBgn0262688,0,0,0,0
FBgn0262689,0,0,2,0
FBgn0262690,0,0,4,0
FBgn0262699,549,232,1033,885
FBgn0262714,403,152,695,555
FBgn0262716,264,102,419,360
FBgn0262717,241,80,224,150
FBgn0262719,360,158,629,566
FBgn0262721,6,2,45,31
FBgn0262722,4,0,0,3
FBgn0262728,1528,749,4432,3605
FBgn0262730,3278,1405,5676,4784
FBgn0262731,28,7,25,38
FBgn0262732,428,165,988,839
FBgn0262733,379,149,552,513
FBgn0262734,768,304,955,1025
FBgn0262736,7352,3573,11205,10184
FBgn0262737,7853,3096,11226,10870
FBgn0262738,9559,4402,27994,25719
FBgn0262739,4702,1869,7858,7174
FBgn0262740,1187,474,1929,1802
FBgn0262741,78,26,85,59
FBgn0262743,1864,734,3377,3130
FBgn0262782,1839,869,3505,2845
FBgn0262786,0,0,0,0
FBgn0262787,0,0,0,0
FBgn0262788,7,2,3,9
FBgn0262789,56,14,119,84
FBgn0262790,0,0,0,0
FBgn0262791,0,0,0,0
FBgn0262794,3,2,3,7
FBgn0262795,2,0,0,1
FBgn0262801,100,34,150,113
FBgn0262806,10,2,16,11
FBgn0262807,0,0,0,0
FBgn0262808,27,8,17,19
FBgn0262810,0,0,0,0
FBgn0262811,0,0,1,0
FBgn0262812,2,0,8,0
FBgn0262813,0,0,5,2
FBgn0262814,0,0,0,0
FBgn0262815,0,0,0,1
FBgn0262816,2,0,0,0
FBgn0262817,11,6,22,27
FBgn0262819,0,0,0,0
FBgn0262820,16,2,90,82
FBgn0262821,46,8,38,46
FBgn0262822,24,10,17,19
FBgn0262823,0,0,0,0
FBgn0262824,0,0,0,0
FBgn0262825,7,2,11,18
FBgn0262827,2,0,4,1
FBgn0262828,60,28,93,66
FBgn0262836,0,0,0,0
FBgn0262837,0,0,0,0
FBgn0262838,10,2,177,261
FBgn0262839,0,0,0,0
FBgn0262840,5,4,6,4
FBgn0262842,4,2,4,13
FBgn0262843,0,0,2,0
FBgn0262844,0,0,0,0
