"id","chr","Auxin1","Auxin2","Control1","Control2"
"FBgn0000257","chrX",1.90088763088994,1.8454759086742,1.44114226399788,1.47086152308956
"FBgn0000259","chrX",2.3275231858329,2.10757519364024,1.82382586123445,1.77013312150722
"FBgn0000261","chr3L",13.7374234654689,13.8790634414454,10.0446521523575,9.50121946946061
"FBgn0000273","chr2L",2.27011066169919,2.34212779169615,2.08022258013321,2.01532453521915
"FBgn0000274","chr3R",0.081671014526977,0.0372462246315169,0.0608862353134393,0.124283664486918
"FBgn0000276","chr3R",28.6197887180575,31.6837483574747,18.2253713287381,15.4141193727065
"FBgn0000277","chr3R",9.15075481657783,9.45608115248502,5.48910100848092,4.52223061008081
"FBgn0000278","chr3R",1.44680823521649,2.14441403390252,0.485371930639749,0.750577694619221
"FBgn0000279","chr3R",5.90414874952125,4.77224773437693,5.7542588575918,6.05620310777342
"FBgn0000283","chr3R",4.78538818659877,4.3399712980392,3.84726307911161,3.60349089162605
"FBgn0000286","chr2L",1.62672824258817,1.49014059555648,1.24828144688716,1.271695480441
"FBgn0000287","chr2L",0.0221423989462999,0.0148105231995675,0.0211293341975081,0.0281816172950914
"FBgn0000289","chr2R",3.14794502851118,3.1016486401031,2.99524991022913,3.05602899620551
"FBgn0000299","chr2L",19.0734526369377,18.0033892023795,16.1126078458586,16.8318956266736
"FBgn0000303","chr3R",0.00893037437963089,0.0229553002606119,0.00508402219690581,0.00539102855577193
"FBgn0000307","chr2L",2.68827482800834,2.46562970282896,2.08186863150408,2.01500450011837
"FBgn0000308","chr2L",15.8909612924655,15.4765628612912,15.4731134246511,15.5146593007198
"FBgn0000316","chrX",1.76211666680012,1.7992480650769,1.15788845898472,1.51442141360846
"FBgn0000317","chr2L",1.08971192594013,0.94770115165416,1.21064530664687,0.95640321763706
"FBgn0000318","chr2L",11.5690998126959,12.0186926086165,9.45865468416581,10.1541665663402
"FBgn0000319","chrX",4.76566804097525,4.4341967942914,4.19585190085177,4.06904332079766
"FBgn0000320","chr2L",0.925086955635424,1.11248071686755,0.657878749998074,0.658570528704481
"FBgn0000326","chr2R",5.95029460984368,6.88506982803204,3.73878294144181,4.54464007792065
"FBgn0000330","chrX",4.58468773694566,4.12595532210784,2.59761345301474,2.87528453936882
"FBgn0000337","chr2R",1.6224408758847,1.48859103641115,1.46003582953822,1.33873963434991
"FBgn0000339","chr2L",11.7017174079988,12.1286157439973,9.76148165202707,10.4320354659326
"FBgn0000346","chrX",0.150856987894653,0.189196210552537,0.0955950773882825,0.130436417942913
"FBgn0000351","chr2L",0.80341194628381,0.661551180453799,0.808580428231656,0.694659079889525
"FBgn0000352","chr2R",4.31526887305193,4.1975668136172,3.14995474646606,3.04717219484692
"FBgn0000357","chr3L",0.0530232336811396,0.1692694401644,0.118587424254034,0.0660179651106687
"FBgn0000360","chrX",0.0591385320025736,0.0404553633887779,0.0661321999571345,0.0736319773690226
"FBgn0000370","chr2L",8.78646591132383,7.95908944857727,8.50871957384056,7.63573495460359
"FBgn0000376","chrX",2.03718193263363,1.97233232634558,1.68891554443456,1.74293263734385
"FBgn0000377","chrX",3.55759486259936,3.22825558621498,1.98303588489296,2.13523487993769
"FBgn0000382","chrX",1.28316867705253,1.2435320750902,0.915439452543073,0.805562484415568
"FBgn0000384","chr2L",1.65572487564745,1.70476878854905,1.32189566890519,1.36133965020125
"FBgn0000394","chrX",4.68094337002979,4.72741442034371,4.18128022511587,4.65428796079699
"FBgn0000395","chr2R",7.2698282135992,6.96823405862663,6.41592645572763,6.87111222149298
"FBgn0000404","chr3L",4.79124711426828,4.17305419227703,3.45915661031361,2.93526325646301
"FBgn0000405","chr2R",8.50844196657861,7.37197377318933,6.04727348055067,5.12000430904976
"FBgn0000406","chr2L",0.358172352015587,0.469617438659937,2.12280625579918,1.87671408985377
"FBgn0000411","chr3L",0.390962673860203,0.46225740802371,0.615315080398508,0.504807137869485
"FBgn0000412","chr3R",5.27225418308591,5.15675018262467,4.6256014211947,3.88373597318492
"FBgn0000414","chr3L",1.5877453596236,1.62382349668928,1.46425795901555,1.56056733078216
"FBgn0000416","chr3R",5.87441166591802,5.85162718152772,4.71200076037558,4.93099243371441
"FBgn0000422","chr2L",0.364824258108474,0.389950337660598,0.234581621025035,0.222385392282289
"FBgn0000426","chr2R",15.7598476984412,17.3177893332144,10.8356332398435,11.2958721676697
"FBgn0000439","chr3R",0.0576087021528091,0.0337790062132129,0.0257685815391886,0.0358636113337224
"FBgn0000442","chr2L",0.502002744369316,0.5648596443364,1.80897265186514,2.11069880789132
"FBgn0000447","chr3R",6.6306509874938,7.19484710613166,6.43040891234342,5.76473200393252
"FBgn0000451","chr3L",0.056550166187047,0.0343864173428242,0.0522765287577425,0.0250344052456683
"FBgn0000454","chr3R",6.32292671464529,7.21629111876447,4.47113791892008,5.10419417147255
"FBgn0000455","chr3R",3.64326717333393,3.60845244355739,3.45924989814753,3.49719167179582
"FBgn0000459","chrX",0.389658711756229,0.526651848640797,0.389788690397542,0.40870614746504
"FBgn0000463","chr3R",0.571583505512058,0.629674657135933,0.519643771380797,0.546071958195911
"FBgn0000464","chr2L",0.0570862119643258,0.0509752524462157,0.0498633677627376,0.0511155145069156
"FBgn0000473","chr2R",5.74212400155757,7.93028854121043,4.05136031122015,5.32699036273583
"FBgn0000477","chr3R",0.146422501968298,0.122423154532595,0.109158860847499,0.0810254084672933
"FBgn0000479","chrX",0.318695533345453,0.310996823291287,0.367132496828017,0.378908802245501
"FBgn0000482","chrX",2.02602103488428,2.21636039381065,1.42246295726569,1.42625219594193
"FBgn0000489","chr3L",0.468293255165453,0.454556306751792,0.377918880091686,0.327562233759992
"FBgn0000490","chr2L",0.189163011946358,0.183280336970388,0.157448927761606,0.150113152425181
"FBgn0000492","chr3R",0.578149585131278,0.569967872029235,0.435782678299608,0.377788513373199
"FBgn0000499","chrX",2.82084349201723,2.7616750176865,2.54411945658522,2.57049759616271
"FBgn0000500","chr3R",0.115101491424023,0.174974194938552,0.137294172868755,0.159233472185944
"FBgn0000504","chr3R",0.0520977730398905,0.0525933808548735,0.0651593651345087,0.0533200220476047
"FBgn0000520","chrX",5.84791525085944,5.60526548987112,3.29365440646581,3.38781439901958
"FBgn0000524","chrX",2.02400204179481,1.98075683053516,1.95980231026816,1.9172044107423
"FBgn0000527","chr3R",0.380137132392667,0.503834116840233,0.278966491887863,0.241580048944082
"FBgn0000533","chr3R",0.129794812644124,0.0947090818106946,0.127726919607502,0.0430945144498469
"FBgn0000535","chrX",0.0275844930283871,0.0331819276048719,0.0286113480295909,0.0212373612448761
"FBgn0000536","chrX",5.21048189051564,4.84793249287307,4.45006385717592,4.05698054731529
"FBgn0000541","chr3L",3.22709624284535,3.02610230351945,2.48613886789108,2.25937411044234
"FBgn0000542","chrX",0.971869007685871,0.939251328151305,0.841846503090419,0.838212376216881
"FBgn0000543","chr3L",3.04482890846115,3.30120031195843,2.47551769164674,2.55120566930745
"FBgn0000546","chr2R",1.5662707016486,1.52209581207029,1.09584802717159,1.01988789930603
"FBgn0000547","chr2L",0.0113648148424801,0.0110726570617731,0.0120155996356954,0.0120061117036232
"FBgn0000551","chr3L",0.314315611196371,0.191125659086726,0.0937296757084772,0.104359167924942
"FBgn0000557","chr3R",0.711703751299264,0.65736481339461,0.535952407771664,0.486060338412985
"FBgn0000559","chr2L",41.3499648507225,38.912482811492,34.2907295546072,35.5182864289292
"FBgn0000560","chr3L",0.093078213288978,0.0826628679516379,0.333073780734991,0.28464079371083
"FBgn0000562","chr2R",1.71050950978614,1.74684845578033,1.4746487914232,1.46076581216195
"FBgn0000565","chr3L",19.5322055840751,20.8570542500298,17.3013646606368,12.5865246375458
"FBgn0000566","chr2R",8.55766990176713,9.38003843999906,7.15416974994643,9.01384354507644
"FBgn0000567","chr3L",2.0472844615554,2.11443533300028,1.90769475654297,2.03874291134898
"FBgn0000568","chr3L",3.7033327804889,3.52688954375728,3.10271818619493,3.12357266513446
"FBgn0000575","chr3L",35.4528345500751,32.2492321775133,29.6629227467946,27.1289631027037
"FBgn0000576","chr3R",0.0630070084364246,0.107754256658942,0.06341234294408,0.143822296236759
"FBgn0000577","chr2R",0.720543367499958,0.907801417850559,0.537942344313543,0.421673263356726
"FBgn0000578","chr2R",8.9863535264312,8.87367523411509,8.20265662335716,8.61217260568825
"FBgn0000579","chr2L",19.2318797634565,18.8685155600935,17.3331354940403,19.0327569308413
"FBgn0000581","chr2R",4.13048464887514,4.0198955438064,3.1674918881291,3.15499690555876
"FBgn0000588","chr2L",2.88125023693683,2.67315415235156,2.40043360306017,1.89025541175572
"FBgn0000591","chr3R",0.198630004297706,0.155289598007965,0.126925602521896,0.164872990992529
"FBgn0000592","chr3L",0.034646341880681,0.0210673752464436,0.030994868914727,0.0287582232755536
"FBgn0000606","chr2R",2.1113377460309,2.03349413976826,1.61143919429425,1.77702828851414
"FBgn0000611","chrX",2.94989466134441,2.734880007679,2.82232787433989,2.71714326188473
"FBgn0000615","chr2R",2.72406863036854,2.42482838377426,1.3971259320047,1.33094095635857
"FBgn0000617","chrX",4.25936931589218,5.22463806743563,4.12252646115263,4.20601734922427
"FBgn0000618","chrX",4.73184829817006,5.70178858661915,4.11663723111654,3.56733729400797
"FBgn0000625","chr3L",0.655683915405995,0.485690588080346,0.739445785895616,0.768548309371866
"FBgn0000629","chr3L",1.28732357215729,1.15180762876906,1.08584049630884,1.05836733265464
"FBgn0000633","chr2R",0.0381257042541072,0.0377642745248663,0.218843800987636,0.239136978027278
"FBgn0000635","chrX",0.193199523657535,0.191151767009449,0.181626053565305,0.188287283822724
"FBgn0000636","chr2L",0.512877727377369,0.484059564780061,0.557447402225565,0.532266524307906
"FBgn0000658","chr2R",2.36955603678255,2.45803749049678,2.47678687855235,2.64964497717411
"FBgn0000659","chr3R",0.213453138946789,0.115887759707437,0.186410138629173,0.0801514753652382
"FBgn0000662","chr2R",4.50971800036667,4.45207621702202,4.52884146210812,4.26442034401615
"FBgn0000667","chrX",2.00374997961016,1.92223476437314,1.32228345364236,1.25425921188244
"FBgn0000709","chrX",2.45762241872038,2.4460652894376,2.22048353868416,1.96214232567561
"FBgn0000711","chrX",0.742647540424907,0.727362234975145,0.574486653845679,0.536063552219832
"FBgn0000719","chrX",1.0974969641411,0.977856239915946,1.11000317836139,1.0228732901773
"FBgn0000721","chr2L",2.4154934086424,2.38725422561102,2.35319826899852,2.32860064098888
"FBgn0000723","chr3R",6.31460603415722,5.75588794077283,6.41465403378893,6.69967550131706
"FBgn0000810","chrX",1.66389434148056,2.10840542598977,1.18882753427426,1.24671281999666
"FBgn0000826","chrX",0.979000406242065,0.767937059690781,0.525492521492271,0.601338841232668
"FBgn0000927","chrX",0.59927131807322,0.44248384801222,0.331879148558344,0.426364823997143
"FBgn0000928","chrX",1.52961252090071,1.45441964963558,1.42123653529559,1.21573245669381
"FBgn0000964","chr2L",0.0873949259814601,0.0740194474606857,0.0502612297124805,0.0362711134581102
"FBgn0000996","chr2R",2.30944156715154,1.99726095016333,2.01249563260719,1.6064321141784
"FBgn0001075","chr2L",0.0428547048553191,0.0314403016486714,0.0475059437072377,0.0471710101256719
"FBgn0001078","chr3L",1.22368717457445,1.32077322251925,1.16700859297952,1.19018273955501
"FBgn0001079","chrX",4.71361020180907,4.19556564243961,3.29545821835685,3.15205636028827
"FBgn0001083","chrX",0.0178318884795468,0.0144573641567557,0.0655826515367252,0.0740068651526998
"FBgn0001084","chr2L",5.52061802252073,4.87010216014337,5.05766161428271,5.21410181206656
"FBgn0001085","chr3L",0.543796851383489,0.594861790892987,0.521011992230374,0.540580548876207
"FBgn0001086","chr2L",8.04115541519346,6.93515656381578,6.51983799341994,6.1000476421828
"FBgn0001087","chrX",2.83394400161771,2.58485132059985,1.90359868602202,2.10711825208526
"FBgn0001089","chr2L",0.690019228842201,0.733245688718827,0.875002395301271,1.57367508472532
"FBgn0001090","chrX",0.202662472936457,0.080871537236348,0.19263477669583,0.110394469993254
"FBgn0001091","chr2R",24.9604990390497,28.0751833607477,13.7749035239991,15.8140478129398
"FBgn0001092","chrX",34.0113265406437,33.1590411282021,26.2344168843147,28.0402161838784
"FBgn0001098","chr3R",13.5154686070644,14.7150970833072,12.3203020129914,10.9982066580322
"FBgn0001099","chr3L",0.448910186277962,0.347414431498469,0.194714332557935,0.203246319554194
"FBgn0001104","chr3L",5.24048958340162,5.6655368117762,4.79242119240778,4.78634772550368
"FBgn0001105","chrX",3.86583997049001,3.95245339880339,3.39406601278354,3.08347473281417
"FBgn0001108","chr3L",4.13599336552446,4.364731126701,3.19317739767973,3.3850213562647
"FBgn0001112","chr3R",0.140597090599667,0.164670729148622,0.138642957264973,0.152509243448473
"FBgn0001114","chr2L",2.73866422458874,2.45921841716267,7.24087996461981,7.96071184843256
"FBgn0001120","chr3L",0.0889491797671362,0.121696338030732,0.119361872738959,0.0369161682455576
"FBgn0001122","chr2R",0.529166745053552,0.603139509538224,0.396021068847074,0.402034067803403
"FBgn0001123","chr2R",4.04336517031511,4.31618928160383,2.39375106311418,2.54593974319238
"FBgn0001124","chr2R",7.28246535411725,7.02589894879885,4.95572070625089,5.72107697986733
"FBgn0001125","chr2L",12.0443108388938,12.6880117145041,13.5857786513049,13.2128265884185
"FBgn0001128","chr2L",9.4168366850374,9.15651627059773,8.08021972056915,8.07122623816113
"FBgn0001133","chr2R",5.03138128112577,5.01303907672259,3.63342631619844,4.31886650754124
"FBgn0001137","chr2L",21.2546756191176,20.296449370213,18.6731006166226,17.599254157703
"FBgn0001138","chr3R",0.023023000514912,0.0367488941875875,0.0205965433649805,0.0196411001963834
"FBgn0001139","chr3R",3.77470941220977,3.57422516956314,3.20517655090596,2.77031570584522
"FBgn0001142","chr2L",15.0136559168538,14.3911636146404,15.5233562621385,15.4756584886106
"FBgn0001145","chrX",0.346195280112011,0.453407673532014,0.622064704498352,0.690154406752319
"FBgn0001147","chr2R",0.0674861327911859,0.0914997296598656,0.050583273264836,0.0439051515541826
"FBgn0001148","chr2R",1.29339876738663,1.11293776847814,0.865993629390156,0.715724441461091
"FBgn0001149","chr3R",36.5111555640299,36.3979125596946,41.6653278217598,36.0781127100589
"FBgn0001150","chrX",1.17543414471135,1.30798401428931,1.04103639816017,1.3464246476616
"FBgn0001168","chr3L",75.9620649095787,72.3971305964277,53.666382472965,55.2193608324235
"FBgn0001169","chr3R",2.55813353392213,2.27060679810528,1.88894112684787,1.9367099129886
"FBgn0001179","chr3L",3.62706439088518,3.67966493826486,2.38806348850055,2.35969680276881
"FBgn0001180","chr3R",0.168811034679372,0.275989697716582,0.131073595027581,0.195641663341701
"FBgn0001185","chr2L",4.06110151758056,3.91830481294479,3.99873387443923,3.63077732940247
"FBgn0001186","chrX",22.2349304154973,22.2211984265975,19.7266311396351,19.0724912052031
"FBgn0001187","chr2R",2.14712111884277,2.01168723210318,2.20830131401098,1.75797168488396
"FBgn0001189","chrX",1.39778855921833,1.18140080505317,0.767664149338969,0.882495720837958
"FBgn0001197","chr3R",16.9413050394985,16.779681608934,12.4582326535748,11.361832995035
"FBgn0001202","chr2L",5.77248002154962,5.19769614553261,3.54802492101599,3.70775199982511
"FBgn0001206","chrX",1.47933210321939,1.3251379030013,1.08244005632777,1.10329597862964
"FBgn0001208","chr3L",0.0963916655051162,0.278410838448486,0.208395651999091,0.400049888101509
"FBgn0001215","chr3R",20.2891088431151,19.9539947736137,16.9829403462392,16.7070663427451
"FBgn0001216","chr3L",0.547758665133567,0.703755670107448,0.379377195516258,0.396000734504373
"FBgn0001217","chr3R",1.76561922637809,1.60286745208982,0.912126292630536,0.791261346761952
"FBgn0001218","chrX",14.4278654335255,15.3157194821152,12.9144658213579,12.0159029159941
"FBgn0001220","chr2R",18.2574750050967,17.3716951307474,15.4436461998729,15.5421793254641
"FBgn0001222","chr2R",6.87841480990774,6.52625062826547,5.57279298398423,5.43377697872559
"FBgn0001224","chr3L",15.1782759472404,18.0086691234605,16.2501569590706,14.708772720444
"FBgn0001225","chr3L",65.8528067710104,70.0523842875019,55.8981863027967,48.1893196428036
"FBgn0001226","chr3L",17.0091446546127,18.1343212722189,14.4873551976728,12.5990287505869
"FBgn0001227","chr3L",0.0125823031425799,0.0803345726415339,0.0562810985778385,0.0417758024025941
"FBgn0001229","chr3L",3.69103011173669,3.95122255053126,4.23133400115186,3.08208820484209
"FBgn0001230","chr3R",22.8968351603713,23.2107114310452,19.3558925649606,16.6937230413387
"FBgn0001233","chr3L",27.456480493475,27.3467639860208,24.1385310953172,20.3312411878156
"FBgn0001234","chr3R",14.3530271415577,14.2616066911062,10.4021158697364,9.20402769707542
"FBgn0001235","chr3R",0.0108956967193754,0.0121966452699219,0.0106334938557058,0.0131548823492014
"FBgn0001247","chr3L",4.24603879316915,4.05635252978381,2.52928109752724,2.75359307034276
"FBgn0001248","chr3L",18.0846208850411,16.2566340254913,14.4680977522747,13.8459410771555
"FBgn0001250","chrX",0.474979225419998,0.5242024157816,0.341932576602818,0.375730858177941
"FBgn0001253","chr3L",0.0174191748718014,0.0105920646621654,0.0207777603616788,0.0134948797913527
"FBgn0001254","chr3L",0.0127665782325415,0.0232888910896538,0.057105367742716,0.0635814497023664
"FBgn0001255","chr3R",1.25611215892566,1.10933319418682,0.78482524435863,0.645441880304305
"FBgn0001257","chr3L",5.77616529282661,6.15745447638732,4.68245389573439,5.20125428211584
"FBgn0001258","chr3L",4.73011861366865,5.52171561420576,2.19999662348345,2.71157433070323
"FBgn0001269","chr2R",0.0228874344192191,0.0349809324380134,0.0177083372556237,0.0220784463506642
"FBgn0001276","chr2R",6.21357803290676,5.66742863473697,4.67254052788045,4.38519331886624
"FBgn0001280","chr3R",7.98980393012596,8.9675907486312,6.35592145616563,6.63194302422388
"FBgn0001281","chr3R",1.0837692400391,1.09537608917446,1.04815981437437,0.680765898291734
"FBgn0001291","chr2R",13.9510104422343,14.4099172255561,9.29711696622814,10.3166108715524
"FBgn0001296","chr3R",0.461282196703544,0.509313551355465,0.705876738938093,0.92447215368314
"FBgn0001297","chr3R",22.1614676482703,20.4213939870732,15.7315450361734,14.8472238779508
"FBgn0001301","chr2L",4.74178649745333,4.96987321835468,4.42988465126695,4.59338169542053
"FBgn0001308","chr2R",5.4318287277275,5.61286210161697,4.76986971523994,4.70723505531461
"FBgn0001311","chr3R",0.0162267677162683,0.0161459975996909,0.0277134788800263,0.0244891659653736
"FBgn0001316","chr3L",0.870220908737385,0.863328009291242,0.721774196494923,0.725893340270736
"FBgn0001319","chr2R",0.0164658474068367,0.0231054820203069,0.0209625870870489,0.0226039250511144
"FBgn0001320","chr3L",0.28599145725654,0.306503353548529,0.339001294294702,0.350146464560063
"FBgn0001321","chr3R",0.85875458489945,0.692895690414442,0.868711295684267,0.745708836581982
"FBgn0001323","chr3L",0.0203859205266121,0.0152133359048538,0.0157504753125224,0.0092298269106165
"FBgn0001324","chr3L",2.62400080313052,2.71788488268634,2.11340727614274,2.13028006169953
"FBgn0001325","chr2R",3.10736325471269,3.34124254865058,1.97281077000289,2.34857220059392
"FBgn0001330","chrX",1.12693095362146,1.19443241675842,0.793459739777772,0.866120298794505
"FBgn0001341","chrX",0.971066952172828,0.839368438559115,0.969737909091643,0.820093633952478
"FBgn0001404","chrX",2.12830701437542,2.01618832526782,1.82313408436881,1.63871177084753
"FBgn0001491","chrX",2.68645821535359,2.80317633327198,2.03801961540484,1.92663079246046
"FBgn0001565","chrX",6.03154569887203,5.64875506427655,5.76522433649375,6.14635956065349
"FBgn0001612","chrX",1.40753059269135,1.34996484263599,1.12221444343876,1.08582586323646
"FBgn0001624","chrX",0.750848963559987,0.716567552943039,0.725179941678491,0.703515719052236
"FBgn0001941","chr2L",38.1326127507297,36.2800125797763,30.9162809669679,32.9368527913786
"FBgn0001942","chr2L",16.3720139251487,16.1366310383572,15.4037768619094,15.4224974436917
"FBgn0001961","chr2L",23.1364229005968,24.7027790751159,20.3730823119946,20.3701365480751
"FBgn0001965","chr2L",2.82925903020967,2.86510342210168,2.69656907237997,2.63445524888196
"FBgn0001967","chr2L",0.256081657378947,0.256930380722932,0.160364756558805,0.233816858805588
"FBgn0001970","chr2L",3.88611921330946,3.86677572436693,3.09729040469921,3.61108178405712
"FBgn0001977","chr2L",14.4095592970897,15.0084251981281,10.2413540367574,10.889982123341
"FBgn0001978","chr2L",6.0690515748285,6.36291429344818,4.82614896792431,5.12828243514067
"FBgn0001986","chr2L",5.51255021157891,5.61826408146276,4.35264429707423,4.44638346484712
"FBgn0001987","chr2L",15.789598514688,17.3438897384384,13.4733217915392,12.6750975181306
"FBgn0001989","chr2L",3.28312990129694,3.33356180828923,2.68219269838653,2.313818959109
"FBgn0001990","chr2L",3.22561195220535,3.13045889991508,3.29914923522618,3.26514845493199
"FBgn0001991","chr2L",0.246951059614939,0.259836219193059,0.254062841889634,0.254763244535695
"FBgn0001992","chr2L",0.0938659685984854,0.0428077570962373,0.0349888236671989,0.0259711736400908
"FBgn0001994","chr2L",6.98562350185351,6.41519354629943,6.52601106367434,6.4763640159261
"FBgn0001995","chr2L",8.46923853766027,9.02155860337792,8.33975731522808,7.92338634385081
