"","id","chr","strand","gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"21","FBgn0000711","chrX","+","flw",1752.32119484733,-0.414332756868008,0.1168151572378,-3.54690920823361,0.000389778893037598,0.00747525783619683
"22","FBgn0001086","chr2L","+","fzy",45.3609518620114,-2.43740518310901,0.564330880199667,-4.31910651823027,1.56662159578216e-05,0.000458205815019663
"23","FBgn0001092","chrX","+","Gapdh2",2983.02886652474,0.547236246515483,0.105786172590713,5.17304136366423,2.30314002209824e-07,1.07807941840385e-05
"24","FBgn0001098","chr3R","-","Gdh",3292.92447019814,-0.444813381949246,0.100218687543824,-4.43842753133977,9.06184843579948e-06,0.000287824039859132
"25","FBgn0001114","chr2L","+","Glt",2424.71392938338,0.807644595679972,0.120642209609607,6.69454412591976,2.1634499899164e-11,2.03235958798502e-09
"26","FBgn0001125","chr2L","-","Got2",1962.00049466917,-0.527797955055026,0.135072140362439,-3.90752640506612,9.32458537303019e-05,0.00217606376547452
"27","FBgn0001128","chr2L","+","Gpdh1",1839.41248964274,0.639905205543287,0.114505122890012,5.5884417167776,2.29116247772908e-08,1.32971393013753e-06
"28","FBgn0001149","chr3R","-","GstD1",1792.34340837554,-0.47283786854614,0.11402394580884,-4.14682955577461,3.37110824970277e-05,0.000893988874352995
"29","FBgn0001217","chr3R","+","Hsc70-2",116.252636795588,-3.74401574560249,0.427351989624581,-8.76096481706221,1.9358622348994e-18,4.1267370911269e-16
"30","FBgn0001218","chrX","-","Hsc70-3",3710.0091337981,-0.532218125636354,0.0978577672258425,-5.43869067038968,5.36735489512285e-08,2.87425744021434e-06
"31","FBgn0001220","chr2R","-","Hsc70-5",2166.65050035417,-0.487616711916817,0.116399647020335,-4.18915971310144,2.79989295669899e-05,0.000758846294009983
"32","FBgn0001224","chr3L","+","Hsp23",969.949328084325,-3.28656363281069,0.176404513814178,-18.6308363757217,1.80678715275915e-77,6.67607852944505e-74
"33","FBgn0001225","chr3L","-","Hsp26",2896.47369709946,-3.63285049211939,0.481465317873765,-7.54540432561725,4.50886421211778e-14,6.02177828811152e-12
"34","FBgn0001226","chr3L","+","Hsp27",976.672205076824,-3.64957247813557,0.182503794666581,-19.9972416179238,5.82038360140025e-89,3.22594761107609e-85
"35","FBgn0001230","chr3R","-","Hsp68",6415.09681427696,-3.36378196585113,0.311010436574529,-10.8156562297389,2.90208204470813e-27,1.23729151790729e-24
"36","FBgn0001233","chr3L","+","Hsp83",26660.4256781713,-1.1497546261124,0.0867653121748849,-13.2513166528457,4.43356045529002e-40,2.89094221452293e-37
"37","FBgn0001256","chr3L","+","ImpL1",35.6396665136792,-7.96099190995307,1.52983858045387,-5.20381170384083,1.95241837294991e-07,9.36907258188302e-06
"38","FBgn0001296","chr3R","-","kar",488.859976116035,-1.04647758862173,0.187754959137937,-5.57363487721741,2.49478334038598e-08,1.44034756917597e-06
"39","FBgn0001297","chr3R","+","kay",3006.50901301343,-0.719085383226384,0.105821044855102,-6.79529657083814,1.08089940048386e-11,1.07943872561834e-09
"40","FBgn0001624","chrX","+","dlg1",4189.40060738231,-0.371875115717577,0.0973661275717992,-3.81934790867954,0.000133804930488929,0.00294291201283686
"41","FBgn0001992","chr2L","+","Cyp303a1",254.939580096471,-3.47687660771089,0.290174839070244,-11.9820058101909,4.41510266975561e-33,2.57586384706531e-30
"42","FBgn0002562","chrX","+","Lsp1alpha",124.719125578964,8.67312733022433,2.20594919907409,3.93169857849162,8.43477815351551e-05,0.00198935140067488
"43","FBgn0002563","chr2L","+","Lsp1beta",3189.70186728879,11.3205914159683,1.18090312614422,9.58638449280023,9.12258108446283e-22,2.46643442247001e-19
"44","FBgn0002622","chr3R","+","RpS3",3197.19389810979,-0.451823691362587,0.103894548655498,-4.34886812840183,1.36841962334926e-05,0.000412199226218112
"45","FBgn0002645","chr3R","-","Map205",1644.69076579149,-0.652110660623355,0.114951866343763,-5.67290189680975,1.40398639735266e-08,8.50447498068535e-07
"46","FBgn0002868","chr3R","-","MtnA",905.049690113479,0.673996065184445,0.148903135513742,4.52640612878325,5.99952305571886e-06,0.00019852153156013
"47","FBgn0002930","chr2R","-","nec",1888.05751502606,-0.744189531007675,0.115311862966862,-6.45371180258823,1.09143281068564e-10,9.23552114996209e-09
"48","FBgn0002937","chr3R","+","ninaB",480.386595694021,0.83830118703754,0.167806925824369,4.99562925021894,5.86442307210602e-07,2.50027422131905e-05
"49","FBgn0002939","chr2L","+","ninaD",50.9412727904941,2.71244537877739,0.503555178061216,5.38659018306758,7.18069074249213e-08,3.75462060757194e-06
"50","FBgn0002948","chrX","+","nod",171.750409921024,1.22281386824678,0.25839576186226,4.73232942922109,2.21957800621267e-06,8.22876996617641e-05
"51","FBgn0003011","chr3R","+","ort",176.497106941696,-1.28550720630607,0.271175160190804,-4.74050501307554,2.13186177273577e-06,7.98367829418109e-05
"52","FBgn0003071","chr2R","+","Pfk",1778.76936370891,0.617024153595929,0.112710408188996,5.47442036197125,4.38945983557792e-08,2.38515501359712e-06
"53","FBgn0003082","chr2R","+","phr",69.3344329424064,2.4196750719709,0.409747246519643,5.90528696049432,3.52033438052295e-09,2.37944552488396e-07
"54","FBgn0003137","chr3R","-","Ppn",2111.72079882592,-1.27692144776307,0.111877815155322,-11.4135357934038,3.57879937283233e-30,1.72482569773245e-27
"55","FBgn0003149","chr3L","-","Prm",1151.33404947852,0.482985688508031,0.125772579310456,3.84015093874978,0.000122958688289986,0.00274797794293244
"56","FBgn0003162","chr2R","+","Pu",1113.41140360382,1.17027668354016,0.128237882394878,9.12582664096537,7.11908535417165e-20,1.75366802557762e-17
"57","FBgn0003189","chrX","+","r",545.213780992512,0.666380951132629,0.183689997396656,3.62774762141055,0.000285904525759925,0.00566950208953268
"58","FBgn0003209","chr2L","-","raw",1327.96193455187,-0.499853396193647,0.122736770149195,-4.07256436344251,4.64983449583066e-05,0.00117144125877916
"59","FBgn0003231","chr2L","+","ref(2)P",2255.71508833121,-1.17414029937458,0.110630576234354,-10.613162647615,2.58836499594931e-26,1.06266762889252e-23
"60","FBgn0003248","chr3R","+","Rh2",657.97314310351,-2.51270961702129,0.186787374270942,-13.4522455108583,2.98662837604471e-41,2.20711836989704e-38
"61","FBgn0003249","chr3R","-","Rh3",3497.12732887251,0.471685720830845,0.123273549338896,3.82633357569769,0.000130066011912609,0.00287207518336906
"62","FBgn0003396","chr2R","+","shn",3053.41602253787,-0.35961470971183,0.100457407950089,-3.57977293113617,0.000343892902715599,0.00666442801853568
"63","FBgn0003499","chr3R","+","sr",552.362953184716,-1.28018642823701,0.171184485105067,-7.47840218961012,7.52316617073288e-14,9.92789250030643e-12
"64","FBgn0003943","chr3L","-","Ubi-p63E",3477.04366240376,-0.519761711940069,0.125078006921734,-4.15550043314413,3.24576329955803e-05,0.000864886686913479
"65","FBgn0003996","chrX","-","w",60.439271954399,-2.94435321148136,0.545424365442069,-5.39827957464817,6.7282965019186e-08,3.53474723809326e-06
"66","FBgn0004057","chrX","+","Zw",308.369389187339,1.15931171498484,0.20956705671458,5.53193680896025,3.16714010812421e-08,1.78211919282015e-06
"67","FBgn0004240","chr2R","+","DptA",134.054391691713,5.12109170671075,1.4533563438937,3.5236311646673,0.000425676349510809,0.00809727233588257
"68","FBgn0004390","chr3L","-","RasGAP1",1148.15014549702,-0.742639036652735,0.143847296938439,-5.16269024485428,2.43425769504284e-07,1.13377086342646e-05
"69","FBgn0004396","chr3L","+","CrebA",842.155785877746,-1.3891199761912,0.144204094376116,-9.63301341893989,5.80030418403804e-22,1.73773978054221e-19
"70","FBgn0004606","chr3R","+","zfh1",843.867476828622,-0.616059929456147,0.140385631901458,-4.38834032451828,1.1421894681466e-05,0.000350938271824785
"71","FBgn0004607","chr4","+","zfh2",3222.16058807805,0.356738362279411,0.0997169166481413,3.57751096073487,0.000346881677843318,0.00671061675199507
"72","FBgn0004797","chr2L","+","mdy",195.122509849237,0.98141670598029,0.245440208247208,3.99859791917959,6.37188194485325e-05,0.00154895419646268
"73","FBgn0004919","chr2R","-","gol",2318.50323779811,-0.688299652680696,0.1330589175441,-5.17289382316349,2.30496005558604e-07,1.07807941840385e-05
"74","FBgn0005533","chr3L","-","RpS17",2104.01261337586,-0.422956334548768,0.110307090895958,-3.83435308748829,0.000125895190121884,0.00280230558735158
"75","FBgn0005612","chr2R","+","Sox14",412.431534748021,0.782554594579147,0.184670937049418,4.2375622666047,2.25959764937299e-05,0.000634117466918978
"76","FBgn0005614","chr2R","+","trpl",22626.616271921,0.535787663867368,0.0916759320100553,5.84436560523433,5.08502376966615e-09,3.33535434832836e-07
"77","FBgn0005660","chr2L","-","Ets21C",208.282957758821,-3.23815523347816,0.297125440867703,-10.8982765798233,1.17460990341022e-27,5.20822031172093e-25
"78","FBgn0005670","chrX","-","Cyp4d1",58.6861805475774,1.95928338729888,0.465519097746752,4.2088141964151,2.56714374316746e-05,0.000707880308283862
"79","FBgn0010113","chr3R","+","heca",2672.89593599867,-0.633414729303142,0.10404309321085,-6.08800363152878,1.14327279159076e-09,8.5629587126916e-08
"80","FBgn0010225","chr3R","+","Gel",4323.43465891274,0.465436494253709,0.0943330257524657,4.93397185705711,8.05740546463447e-07,3.29580588839384e-05
"81","FBgn0010228","chr2R","-","HmgZ",384.64385336621,1.06681500743807,0.226141391646019,4.71746901207705,2.387967582048e-06,8.77858077706416e-05
"82","FBgn0010300","chr2L","+","brat",2271.02044017096,-0.562687261419379,0.112029459950245,-5.02267226557444,5.09574566819668e-07,2.2064976848422e-05
"83","FBgn0010314","chr2L","+","Cks30A",36.9723352378926,3.10541225289434,0.608821184208677,5.10069677836627,3.38405340778639e-07,1.53111151123723e-05
"84","FBgn0010385","chr2R","-","Def",58.2685355327345,2.9203491114967,0.548889282655209,5.32047027292962,1.03499360621775e-07,5.23876900681448e-06
"85","FBgn0011205","chr3L","+","fbl",441.433290291757,-0.951853791823549,0.176962419056344,-5.37884708459193,7.49643458325255e-08,3.90131349086172e-06
"86","FBgn0011280","chrX","+","Obp19d",2882.15640613041,0.67685383023454,0.112764421918401,6.00237041718996,1.94457443265646e-09,1.39068436038689e-07
"87","FBgn0011693","chr3L","-","Pdh",1757.56655068142,0.588214036466859,0.127258484794809,4.62219896312056,3.79693577844937e-06,0.000131118483190378
"88","FBgn0011695","chr2R","+","EbpIII",4897.08451121559,0.457376443255132,0.115327498004607,3.96589236017989,7.31218581794291e-05,0.00175444977904539
"89","FBgn0013272","chr2R","+","Gp150",3090.07452847264,0.470470337897966,0.111048562176712,4.23661800455646,2.26911690614654e-05,0.00063518083092511
"90","FBgn0013275","chr3R","-","Hsp70Aa",974.902414057682,-3.79605538700577,0.632381804797839,-6.0027903367955,1.93955007734673e-09,1.39068436038689e-07
"91","FBgn0013276","chr3R","+","Hsp70Ab",2309.93295334896,-3.75067349793868,0.66009008106994,-5.68206310850667,1.33079533751914e-08,8.19548128688873e-07
"92","FBgn0013277","chr3R","-","Hsp70Ba",784.791791775762,-3.24641313618932,0.39595582450775,-8.19892759558528,2.42540948133304e-16,4.33639743557689e-14
"93","FBgn0013278","chr3R","+","Hsp70Bb",1249.84754748312,-3.1190341305121,0.325183946560252,-9.59159935016714,8.67300169810529e-22,2.40350559558743e-19
"94","FBgn0013279","chr3R","+","Hsp70Bc",939.288958743667,-3.26617833682041,0.399637761605903,-8.17284713960865,3.01195505292236e-16,5.13654180948375e-14
"95","FBgn0013674","chrmitochondrion_genome","+","mt:CoI",27163.6067405407,-0.451113865044109,0.122198302693219,-3.69165409912967,0.000222800340759268,0.0045820812195111
"96","FBgn0013763","chr2R","+","Idgf6",2619.80693399872,0.637498391407714,0.111618868764654,5.7113855252544,1.12060064373232e-08,6.93958555071104e-07
"97","FBgn0013772","chr2R","-","Cyp6a8",233.986207907368,-1.40234888893546,0.255334781489455,-5.49219687484436,3.9696451225272e-08,2.17839189025812e-06
"98","FBgn0013812","chr3R","-","Dhc93AB",790.297387849695,1.12287206308906,0.19328198516743,5.80950191564088,6.26589772519889e-09,3.99180898182929e-07
"99","FBgn0013813","chr3R","+","Dhc98D",79.5919897565109,2.08064868679499,0.379444920487893,5.48340107997671,4.17225618440718e-08,2.27829851251988e-06
"100","FBgn0013972","chr3R","+","Gycalpha99B",1128.36648979708,0.505811481925929,0.138217634970459,3.65952927811298,0.000252678973822406,0.00512056019162956
"101","FBgn0014018","chr3R","-","Rel",2478.20585383776,-1.79441845022285,0.123461013937896,-14.5342921865642,7.34690050882976e-48,7.40367201276163e-45
"102","FBgn0014019","chr2L","+","Rh5",859.752688284808,1.19614762711768,0.17920764035294,6.67464637535507,2.47829013880689e-11,2.30855850324995e-09
"103","FBgn0014141","chr3R","-","cher",1916.93609792743,-0.715438495328249,0.112482127752931,-6.36046374317993,2.01145532760359e-10,1.63948399312395e-08
"104","FBgn0014859","chr2L","-","Hr38",1756.82794066532,-2.19979598848877,0.120137175543358,-18.3107017335766,6.79879441047185e-75,1.88411590100201e-71
"105","FBgn0014865","chr2R","+","Mtk",500.188007828293,2.31391177111758,0.523244082107633,4.42224164637872,9.76821182052949e-06,0.00030849181775091
"106","FBgn0015035","chr2L","-","Cyp4e3",764.447303790262,3.31271666644587,0.509405242711371,6.50310673838678,7.86779272929597e-11,6.8136314378317e-09
"107","FBgn0015245","chrX","+","Hsp60A",3020.55365469627,-0.769979668501582,0.101547095068839,-7.58248838117539,3.38989451464471e-14,4.63913341911564e-12
"108","FBgn0015569","chr3R","-","alpha-Est10",286.620857439096,-0.882263264219723,0.219469865257662,-4.01997451077817,5.82044384082441e-05,0.00143696258297413
"109","FBgn0015575","chr3R","-","alpha-Est7",1234.8454426548,0.531439418710946,0.134171114881878,3.9609078241529,7.46653531909221e-05,0.00177610609468106
"110","FBgn0015576","chr3R","-","alpha-Est8",714.374090799605,1.02907464373716,0.146822844185637,7.00895456320162,2.401054063054e-12,2.58404701834501e-10
"111","FBgn0015600","chr2L","-","toc",4204.50046711778,-0.827059496586982,0.0970631109654385,-8.52084265959161,1.58396599436798e-17,3.13540411563733e-15
"112","FBgn0015622","chr3R","-","Cnx99A",1905.44978129208,-0.556053460928588,0.110183563749826,-5.04660987541773,4.49718312252849e-07,1.9704061230525e-05
"113","FBgn0016076","chr2L","+","vri",3267.44747560027,-0.714763824560567,0.116339174925995,-6.14379313773917,8.05737631979934e-10,6.20250114617887e-08
"114","FBgn0016122","chr2L","+","Acer",811.651776583581,0.89828760612717,0.140700246874673,6.38440675180412,1.72063189389533e-10,1.42337347342013e-08
"115","FBgn0016926","chr2L","-","Pino",2613.15847485104,-0.802232911267519,0.104191459587325,-7.69960334988061,1.3648924127359e-14,1.99076742041808e-12
"116","FBgn0019952","chr3R","+","Orct",246.110248449302,0.996337356190853,0.232854304433203,4.27880153908284,1.87902306346486e-05,0.00054101222489631
"117","FBgn0020386","chr3L","+","Pdk1",3320.84777979186,-0.509790471488741,0.103962186072769,-4.90361438852307,9.40891094311555e-07,3.79264646561585e-05
"118","FBgn0020414","chr2L","+","Idgf3",659.274932956284,0.697345345714855,0.148400529901551,4.69907584681453,2.61341390064711e-06,9.48432900322531e-05
"119","FBgn0020513","chrX","-","Paics",4065.03862802907,0.339582793827937,0.0955753558868581,3.55303718910484,0.000380810625342851,0.00732862114917622
"120","FBgn0020618","chr2L","-","Rack1",5152.69376766224,-0.405325976359368,0.091922620904703,-4.40942580150726,1.0364506129173e-05,0.000325468981421763
"121","FBgn0022160","chr2R","-","Gpo1",979.522517456822,0.482212407623105,0.132434452309112,3.64114019588788,0.000271433270080978,0.00540408406516442
"122","FBgn0022355","chrX","+","Tsf1",17130.7784857737,1.6850070774408,0.439050205878099,3.8378460023058,0.000124118277069689,0.00276831207508551
"123","FBgn0022774","chr3L","-","Oat",159.54402353794,1.85353285628138,0.281787869953909,6.57775956283909,4.77589676048053e-11,4.23526524719413e-09
"124","FBgn0023129","chr3L","+","aay",1496.64003685219,0.472785830885036,0.12676127124744,3.72973406019375,0.000191681975111158,0.00399397498892329
"125","FBgn0023479","chr3L","+","teq",3858.06619414715,0.411224816503326,0.0974828071364375,4.21843429198518,2.46004638800834e-05,0.000681740355276811
"126","FBgn0023526","chrX","-","CG2865",594.911794333285,-0.888431932779659,0.161556259027322,-5.49921085155486,3.81494731170472e-08,2.11443454751234e-06
"127","FBgn0023534","chrX","+","CG17778",189.277111822689,-0.930715398821774,0.260320469920095,-3.57526781934381,0.000349869554998821,0.00675662720759918
"128","FBgn0024293","chr2R","-","Spn43Ab",1441.60328386416,-0.540608941914437,0.123031668190008,-4.39406333237335,1.112513818586e-05,0.000343515757075928
"129","FBgn0024315","chr2R","-","Picot",632.261317778649,0.597483536607913,0.157371045369063,3.79665481160597,0.000146661786362642,0.00318149882941269
"130","FBgn0024352","chr2L","+","Stip1",825.10819044675,-0.713906072976264,0.139761620666609,-5.10802657819227,3.255408684813e-07,1.4850290235042e-05
"131","FBgn0024997","chrX","+","CG2681",245.325795998988,-1.14853636822182,0.235194715764163,-4.88334257209031,1.04302429161479e-06,4.17389557415482e-05
"132","FBgn0025583","chr2R","+","BomS2",963.62299271006,-0.695342000692372,0.162676243470015,-4.2743917972297,1.9165975300969e-05,0.000548978904938607
"133","FBgn0025595","chr2L","-","AkhR",297.861456368082,1.25202364188638,0.207216090200497,6.04211594126189,1.52106095413036e-09,1.11661991235331e-07
"134","FBgn0025681","chr2L","+","CG3558",773.733724636237,-0.9997507255651,0.145810107112319,-6.85652555480933,7.05554643196277e-12,7.11006656348249e-10
"135","FBgn0025833","chr2R","-","CG8910",647.927351612818,-0.740632750139682,0.160594799614632,-4.61181029471021,3.99177219732613e-06,0.000136570354343704
"136","FBgn0025885","chr2R","-","Inos",2652.90436701022,0.531401372781576,0.107682702170718,4.93488148114171,8.01994455542297e-07,3.29263279247643e-05
"137","FBgn0026144","chrX","+","CBP",37.6140003324134,2.36318468197525,0.558361773681543,4.23235399227576,2.31258041331073e-05,0.000645716722457166
"138","FBgn0026179","chr3L","+","siz",2972.39638218416,-0.358103802120151,0.10348991698636,-3.46027721876855,0.000539619541894404,0.0098545018482693
"139","FBgn0026415","chrX","-","Idgf4",2915.21443598269,0.532148297743392,0.100538878851826,5.29296033356083,1.20352032659878e-07,5.91357172164602e-06
"140","FBgn0026418","chr3L","+","Hsp110",1938.2133348997,-0.44663500558686,0.122095583884203,-3.65807665910713,0.000254115048641893,0.00513090221164915
"141","FBgn0026563","chr3R","+","CG1979",82.3095211973783,1.56786679052891,0.448609094908166,3.49495096805798,0.000474148851138358,0.00884838386341532
"142","FBgn0026576","chr3R","+","Pisd",848.276517409273,0.511248047578918,0.139822417998836,3.65640971523733,0.000255772437564664,0.0051549772189169
"143","FBgn0027279","chrX","+","l(1)G0196",3932.01377143283,-0.400550923014282,0.103163618107482,-3.88267618335142,0.000103313109613099,0.00237106795043727
"144","FBgn0027556","chrX","+","CG4928",928.298308857788,1.12402472309005,0.146370176227072,7.67932889105965,1.5992416803971e-14,2.2439992439496e-12
"145","FBgn0027560","chr2L","+","Tps1",4713.36862794611,0.709250998485462,0.105181682240013,6.74310377416318,1.55038389738363e-11,1.53446477700871e-09
"146","FBgn0027562","chr3R","-","CG10345",770.9641397373,-0.750956593247371,0.173330032955607,-4.33252437815957,1.47409334742267e-05,0.000439256041832804
"147","FBgn0027579","chr3R","+","mino",761.680343011857,-0.661252963716464,0.145724122606899,-4.53770420358089,5.68699524793611e-06,0.000189310337307423
"148","FBgn0027580","chr2R","-","PCB",4751.36295745971,0.472708350266849,0.0998548853674909,4.73395316140181,2.20188559839702e-06,8.19057109336609e-05
"149","FBgn0027590","chr2R","-","GstE12",1438.12939726186,0.515561755246295,0.118192787143045,4.36204076161031,1.28854854981321e-05,0.000390261220619657
"150","FBgn0027611","chr2L","+","LManII",2059.64889783193,0.795614158932493,0.107103219066715,7.42848035628975,1.09852391334693e-13,1.43260442111185e-11
"151","FBgn0027621","chrX","+","Pfrx",3137.06200859584,-0.394699978886562,0.102164921158927,-3.86336106766598,0.000111837511765601,0.00251975369496278
"152","FBgn0027657","chr3R","-","glob1",529.054606452149,0.738974770811791,0.170294608114757,4.33939030127023,1.42878566779347e-05,0.000426902671900017
"153","FBgn0027836","chr2R","-","Dgp-1",587.893707550746,-0.858975987165893,0.160913493095243,-5.33812280526081,9.39138428249563e-08,4.7973960724177e-06
"154","FBgn0027843","chr3L","+","CAH2",472.640063261886,0.803477425839901,0.173444691118119,4.63247056257674,3.61327725444848e-06,0.00012516618239238
"155","FBgn0027929","chr2L","+","NimB1",64.2163779923569,-1.56786850121877,0.451902029827927,-3.46948762725358,0.000521452084740325,0.00957002708501077
"156","FBgn0028360","chrX","+","Cdc7",514.859900667594,-0.711260878901003,0.189110873923016,-3.76107869498052,0.000169182188664001,0.00361345772897968
"157","FBgn0028375","chr2L","-","heix",274.730151704104,-1.06595641219221,0.226234511901983,-4.71173210148432,2.45620137577544e-06,8.98580602325768e-05
"158","FBgn0028468","chr3R","+","rtet",40.6233709558833,2.02011682284039,0.522792924852943,3.86408600194548,0.000111505932976333,0.00251739972921109
"159","FBgn0028482","chr2L","+","bdl",1871.19043788412,0.818697852099044,0.112326903475333,7.288528631779,3.1335830593295e-13,3.81711738600742e-11
"160","FBgn0028526","chr2L","-","CG15293",1752.49763279263,0.896428071349726,0.117884942080691,7.60426272878968,2.86532634754314e-14,3.97026782031446e-12
"161","FBgn0028572","chr2L","+","qtc",1036.66374637767,-0.569952230909293,0.149336179324787,-3.81657166726973,0.000135318783126703,0.00297031427912773
"162","FBgn0028583","chrX","-","lcs",106.366552469922,6.79960191837217,0.676188318735113,10.0557813999088,8.66314088910206e-24,2.74374047873418e-21
"163","FBgn0028888","chr2L","-","CG4168",971.362892775445,-0.599792930835069,0.133549486606955,-4.49116612930381,7.08342716514164e-06,0.000230940559192927
"164","FBgn0028899","chr2L","-","CG31817",83.094171038826,-1.72637575089337,0.411084264201849,-4.19956661256605,2.6742634926245e-05,0.000728358988101783
"165","FBgn0028978","chr3L","-","trbl",429.979590364247,-1.17122809106593,0.183679664495375,-6.37647120209884,1.81214805923849e-10,1.48797490641916e-08
"166","FBgn0028990","chr2L","-","Spn27A",926.287586755737,-0.948889373030284,0.136621499146479,-6.9453883829289,3.77420532846658e-12,3.91000617439739e-10
"167","FBgn0029093","chr2R","-","cathD",2445.27168366613,0.531071295943669,0.106919000994951,4.96704319159087,6.7981451366536e-07,2.85444844090171e-05
"168","FBgn0029167","chr3L","+","Hml",710.896277139082,-0.880729847946055,0.147970844934999,-5.95204986720826,2.648046566293e-09,1.85782254350367e-07
"169","FBgn0029170","chr3R","+","TwdlT",67.2881427402982,1.69505758127073,0.409197150951166,4.14239829708156,3.43692791918465e-05,0.000907103475813376
"170","FBgn0029588","chrX","+","CR14798",41.4905324241869,-2.0758949476202,0.56946460795619,-3.64534497599525,0.000267033348595365,0.00533344985437769
"171","FBgn0029766","chrX","+","CG15784",745.047437688409,1.80266510400263,0.157780814375447,11.4251223200883,3.13214278962893e-30,1.57817285559258e-27
"172","FBgn0029799","chrX","+","CG15772",129.380240726267,-1.25923776451767,0.334086188118652,-3.7692003120777,0.000163771417197197,0.00351142390644281
"173","FBgn0029801","chrX","+","CG15771",429.133867644482,-0.706720965729556,0.193165910033489,-3.65862157358425,0.000253575445573545,0.00512935002588092
"174","FBgn0029831","chrX","+","CG5966",2898.7132488218,-0.573410008096021,0.140652481539468,-4.07678557690515,4.5662565000202e-05,0.00115563820325854
"175","FBgn0029932","chrX","+","CG4607",545.12031692076,-0.588418988706453,0.161607644067877,-3.64103438361685,0.000271544864618546,0.00540408406516442
"176","FBgn0029990","chrX","-","CG2233",6089.51893755396,-0.392477319126367,0.0973008301926981,-4.03364820576649,5.49175165846284e-05,0.00137108259310947
"177","FBgn0030013","chrX","+","GIIIspla2",767.2037895794,-1.57607307078302,0.152195760154685,-10.3555648934055,3.94848801891699e-25,1.45896632298983e-22
"178","FBgn0030040","chrX","-","CG15347",35.0430697464594,3.26192777605754,0.608483307232771,5.36075145740969,8.28764768534939e-08,4.29292404635972e-06
"179","FBgn0030041","chrX","-","CG12116",619.112317605524,0.79698850024281,0.158084395133554,5.04153809469614,4.61804897765338e-07,2.01539657154676e-05
"180","FBgn0030086","chrX","+","CCT2",600.883973525029,-0.617313678854589,0.156366941792055,-3.94785286314243,7.88552417254162e-05,0.00186775716779111
"181","FBgn0030159","chrX","+","CG9689",174.119248806014,-1.11904075571328,0.268692338914039,-4.16476614196017,3.11671866865252e-05,0.000834512715990656
"182","FBgn0030245","chrX","-","CG1637",705.240185158008,-0.590773989423207,0.147313966277372,-4.01030536582567,6.06402703342781e-05,0.00148387946281561
